#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 466.1579225 0.0000000 0.0000000
0.0010233 467.1857114 0.0003494 0.0000936
0.0010471 468.2437724 0.0007061 0.0001337
0.0010715 469.3331482 0.0010703 0.0001653
0.0010965 470.4547029 0.0014421 0.0001928
0.0011220 471.6093007 0.0018217 0.0002176
0.0011482 472.7979842 0.0022091 0.0002407
0.0011749 474.0216475 0.0026046 0.0002626
0.0012023 475.2812736 0.0030082 0.0002835
0.0012303 476.5779056 0.0034201 0.0003037
0.0012589 477.9125563 0.0038404 0.0003233
0.0012882 479.2861197 0.0042693 0.0003424
0.0013183 480.6996684 0.0047069 0.0003612
0.0013490 482.1542452 0.0051534 0.0003796
0.0013804 483.6508037 0.0056088 0.0003979
0.0014125 485.1904461 0.0060735 0.0004159
0.0014454 486.7740663 0.0065474 0.0004339
0.0014791 488.4027073 0.0070307 0.0004517
0.0015136 490.0773225 0.0075237 0.0004694
0.0015488 491.7987758 0.0080264 0.0004870
0.0015849 493.5680804 0.0085390 0.0005047
0.0016218 495.3858918 0.0090616 0.0005223
0.0016596 497.2531037 0.0095944 0.0005399
0.0016982 499.1703420 0.0101375 0.0005575
0.0017378 501.1383217 0.0106911 0.0005751
0.0017783 503.1574897 0.0112554 0.0005928
0.0018197 505.2281440 0.0118305 0.0006105
0.0018621 507.3507613 0.0124165 0.0006283
0.0019055 509.5252820 0.0130137 0.0006461
0.0019498 511.7515869 0.0136221 0.0006641
0.0019953 514.0293185 0.0142420 0.0006820
0.0020417 516.3821343 0.0148734 0.0007001
0.0020893 518.7854829 0.0155166 0.0007183
0.0021380 521.2461577 0.0161717 0.0007365
0.0021878 523.7649333 0.0168389 0.0007549
0.0022387 526.3431804 0.0175183 0.0007734
0.0022909 528.9817927 0.0182101 0.0007919
0.0023442 531.6817237 0.0189144 0.0008106
0.0023988 534.4441058 0.0196314 0.0008294
0.0024547 537.2699518 0.0203614 0.0008483
0.0025119 540.1600960 0.0211043 0.0008673
0.0025704 543.1152536 0.0218605 0.0008864
0.0026303 546.1363780 0.0226300 0.0009057
0.0026915 549.2241843 0.0234131 0.0009250
0.0027542 552.3793280 0.0242098 0.0009445
0.0028184 555.6022262 0.0250205 0.0009642
0.0028840 558.8935344 0.0258451 0.0009839
0.0029512 562.2533718 0.0266840 0.0010038
0.0030200 565.6820363 0.0275372 0.0010238
0.0030903 569.1887049 0.0284050 0.0010439
0.0031623 572.7628301 0.0292875 0.0010641
0.0032359 576.4099538 0.0301849 0.0010845
0.0033113 580.1312678 0.0310973 0.0011050
0.0033884 583.9271297 0.0320249 0.0011256
0.0034674 587.7987312 0.0329679 0.0011464
0.0035481 591.7466682 0.0339265 0.0011673
0.0036308 595.7717751 0.0349009 0.0011883
0.0037154 599.8748265 0.0358912 0.0012094
0.0038019 604.0565375 0.0368975 0.0012307
0.0038905 608.3175636 0.0379201 0.0012520
0.0039811 612.6587390 0.0389592 0.0012735
0.0040738 617.0807789 0.0400149 0.0012952
0.0041687 621.5844580 0.0410874 0.0013169
0.0042658 626.1706104 0.0421769 0.0013388
0.0043652 630.8400109 0.0432836 0.0013607
0.0044668 635.5937917 0.0444076 0.0013828
0.0045709 640.4327274 0.0455491 0.0014050
0.0046774 645.3581887 0.0467084 0.0014274
0.0047863 650.3714866 0.0478856 0.0014498
0.0048978 655.4740512 0.0490808 0.0014723
0.0050119 660.6677298 0.0502944 0.0014950
0.0051286 665.9444181 0.0515264 0.0015178
0.0052481 671.3103732 0.0527770 0.0015407
0.0053703 676.7698259 0.0540465 0.0015636
0.0054954 682.3230146 0.0553351 0.0015867
0.0056234 687.9702373 0.0566429 0.0016099
0.0057544 693.7114940 0.0579701 0.0016332
0.0058884 699.5474401 0.0593170 0.0016566
0.0060256 705.4784929 0.0606837 0.0016801
0.0061660 711.5054269 0.0620704 0.0017037
0.0063096 717.6288381 0.0634774 0.0017274
0.0064565 723.8501567 0.0649048 0.0017512
0.0066069 730.1708128 0.0663528 0.0017750
0.0067608 736.5929517 0.0678217 0.0017990
0.0069183 743.1191954 0.0693117 0.0018230
0.0070795 749.7522254 0.0708229 0.0018472
0.0072444 756.4764887 0.0723556 0.0018714
0.0074131 763.3085514 0.0739101 0.0018957
0.0075858 770.2479367 0.0754864 0.0019201
0.0077625 777.2945255 0.0770849 0.0019446
0.0079433 784.4485562 0.0787058 0.0019691
0.0081283 791.7098500 0.0803492 0.0019938
0.0083176 799.0795987 0.0820155 0.0020185
0.0085114 806.5583982 0.0837048 0.0020433
0.0087096 814.1480958 0.0854173 0.0020681
0.0089125 821.8510751 0.0871534 0.0020930
0.0091201 829.6706137 0.0889132 0.0021180
0.0093325 837.6037915 0.0906970 0.0021431
0.0095499 845.6484038 0.0925051 0.0021682
0.0097724 853.8124952 0.0943376 0.0021934
0.0100000 862.0952911 0.0961948 0.0022187
0.0102329 870.4971490 0.0980769 0.0022440
0.0104713 879.0181286 0.0999843 0.0022694
0.0107152 887.6595407 0.1019171 0.0022948
0.0109648 896.4229944 0.1038757 0.0023203
0.0112202 905.3114096 0.1058603 0.0023459
0.0114815 914.3287789 0.1078711 0.0023716
0.0117490 922.5864871 0.1099106 0.0023973
0.0120226 932.5222668 0.1119760 0.0024231
0.0123027 942.8722011 0.1140666 0.0024488
0.0125893 953.4861814 0.1161822 0.0024745
0.0128825 964.1745904 0.1183230 0.0025002
0.0131826 975.1665539 0.1204892 0.0025258
0.0134896 986.3322836 0.1226808 0.0025514
0.0138038 997.7119436 0.1248980 0.0025770
0.0141254 1009.3103606 0.1271409 0.0026024
0.0144544 1021.1320637 0.1294095 0.0026279
0.0147911 1033.1755630 0.1317040 0.0026532
0.0151356 1045.4558753 0.1340245 0.0026785
0.0154882 1057.9759802 0.1363711 0.0027038
0.0158489 1070.7389765 0.1387438 0.0027289
0.0162181 1083.7490353 0.1411426 0.0027540
0.0165959 1097.0121159 0.1435678 0.0027790
0.0169824 1110.5348923 0.1460194 0.0028039
0.0173780 1124.3257073 0.1484975 0.0028287
0.0177828 1138.3955254 0.1510020 0.0028534
0.0181970 1152.7283765 0.1535331 0.0028780
0.0186209 1167.3542942 0.1560908 0.0029025
0.0190546 1182.2729209 0.1586752 0.0029268
0.0194984 1197.4885472 0.1612863 0.0029511
0.0199526 1213.0071321 0.1639242 0.0029753
0.0204174 1228.8364224 0.1665888 0.0029993
0.0208930 1244.9858334 0.1692803 0.0030232
0.0213796 1261.4621585 0.1719986 0.0030469
0.0218776 1278.2718334 0.1747438 0.0030705
0.0223872 1295.4243927 0.1775159 0.0030940
0.0229087 1312.9259145 0.1803148 0.0031173
0.0234423 1330.7829538 0.1831406 0.0031405
0.0239883 1349.0049261 0.1859933 0.0031636
0.0245471 1367.6035109 0.1888729 0.0031864
0.0251189 1384.4568061 0.1917797 0.0032091
0.0257040 1398.4098267 0.1947230 0.0032319
0.0263027 1411.8842155 0.1977055 0.0032547
0.0269153 1425.2341792 0.2007288 0.0032777
0.0275423 1438.9056938 0.2037934 0.0033009
0.0281838 1452.9219996 0.2068991 0.0033241
0.0288403 1467.0709541 0.2100467 0.0033475
0.0295121 1481.4355073 0.2132364 0.0033709
0.0301995 1496.0166129 0.2164686 0.0033945
0.0309030 1510.8085500 0.2197439 0.0034182
0.0316228 1525.8209723 0.2230626 0.0034420
0.0323594 1541.0528072 0.2264251 0.0034659
0.0331131 1556.5034588 0.2298317 0.0034898
0.0338844 1572.1695901 0.2332831 0.0035139
0.0346737 1588.0502475 0.2367796 0.0035380
0.0354813 1604.1578259 0.2403218 0.0035622
0.0363078 1620.4895842 0.2439099 0.0035865
0.0371535 1637.0417085 0.2475446 0.0036109
0.0380189 1653.8124112 0.2512262 0.0036353
0.0389045 1670.8000236 0.2549554 0.0036598
0.0398107 1688.0035924 0.2587326 0.0036844
0.0407380 1705.4246669 0.2625583 0.0037090
0.0416869 1723.0662267 0.2664332 0.0037337
0.0426580 1740.9339923 0.2703576 0.0037585
0.0436516 1758.9962617 0.2743322 0.0037833
0.0446684 1777.2763944 0.2783575 0.0038082
0.0457088 1795.7684312 0.2824343 0.0038331
0.0467735 1814.4660556 0.2865631 0.0038581
0.0478630 1833.3645003 0.2907444 0.0038831
0.0489779 1852.4599516 0.2949791 0.0039082
0.0501187 1871.7506217 0.2992677 0.0039333
0.0512861 1891.2362723 0.3036110 0.0039585
0.0524807 1910.9118976 0.3080096 0.0039837
0.0537032 1930.7517547 0.3124645 0.0040090
0.0549541 1950.7758660 0.3169763 0.0040343
0.0562341 1970.9736242 0.3215458 0.0040597
0.0575440 1991.3338265 0.3261739 0.0040851
