#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 6169.0833021 -0.0000000 0.0000000
0.0010233 6173.9088922 0.0000528 0.0000052
0.0010471 6178.9433162 0.0001069 0.0000075
0.0010715 6184.1946797 0.0001621 0.0000093
0.0010965 6189.6710879 0.0002186 0.0000108
0.0011220 6195.3825535 0.0002763 0.0000123
0.0011482 6201.3381356 0.0003354 0.0000136
0.0011749 6207.5454627 0.0003957 0.0000148
0.0012023 6214.0159778 0.0004574 0.0000160
0.0012303 6220.7582631 0.0005205 0.0000172
0.0012589 6227.7828080 0.0005849 0.0000183
0.0012882 6235.1010554 0.0006508 0.0000194
0.0013183 6242.7239716 0.0007181 0.0000205
0.0013490 6250.6615691 0.0007869 0.0000216
0.0013804 6258.9252908 0.0008573 0.0000227
0.0014125 6267.5265797 0.0009291 0.0000238
0.0014454 6276.4764021 0.0010026 0.0000248
0.0014791 6285.7895383 0.0010776 0.0000259
0.0015136 6295.4750473 0.0011543 0.0000270
0.0015488 6305.5472330 0.0012326 0.0000280
0.0015849 6316.0194453 0.0013127 0.0000291
0.0016218 6326.9026505 0.0013944 0.0000302
0.0016596 6338.2101986 0.0014780 0.0000313
0.0016982 6349.9544863 0.0015633 0.0000323
0.0017378 6362.1502939 0.0016504 0.0000334
0.0017783 6374.8081109 0.0017394 0.0000345
0.0018197 6387.9427178 0.0018303 0.0000356
0.0018621 6401.5646039 0.0019231 0.0000367
0.0019055 6415.6871193 0.0020178 0.0000379
0.0019498 6430.3236142 0.0021145 0.0000390
0.0019953 6445.4826708 0.0022133 0.0000401
0.0020417 6461.1771624 0.0023141 0.0000413
0.0020893 6477.4166248 0.0024171 0.0000424
0.0021380 6494.2105938 0.0025221 0.0000436
0.0021878 6511.5671748 0.0026293 0.0000448
0.0022387 6529.4935197 0.0027387 0.0000460
0.0022909 6547.9924891 0.0028504 0.0000472
0.0023442 6567.1212980 0.0029643 0.0000484
0.0023988 6586.9419290 0.0030805 0.0000497
0.0024547 6607.3690367 0.0031991 0.0000509
0.0025119 6628.4174015 0.0033201 0.0000522
0.0025704 6650.1046648 0.0034434 0.0000535
0.0026303 6672.4460837 0.0035693 0.0000548
0.0026915 6695.4540548 0.0036976 0.0000561
0.0027542 6719.1486033 0.0038285 0.0000574
0.0028184 6743.5402186 0.0039619 0.0000588
0.0028840 6768.6455883 0.0040979 0.0000601
0.0029512 6794.4771090 0.0042366 0.0000615
0.0030200 6821.0471771 0.0043780 0.0000629
0.0030903 6848.3677124 0.0045221 0.0000643
0.0031623 6876.4482508 0.0046689 0.0000657
0.0032359 6905.2978512 0.0048186 0.0000671
0.0033113 6934.9208048 0.0049711 0.0000686
0.0033884 6965.3237865 0.0051264 0.0000700
0.0034674 6996.5077501 0.0052847 0.0000715
0.0035481 7028.4726954 0.0054460 0.0000730
0.0036308 7061.2119474 0.0056102 0.0000745
0.0037154 7094.7660333 0.0057775 0.0000760
0.0038019 7129.3776391 0.0059478 0.0000776
0.0038905 7164.8036019 0.0061213 0.0000791
0.0039811 7201.0601327 0.0062979 0.0000807
0.0040738 7238.1610583 0.0064778 0.0000823
0.0041687 7276.1235431 0.0066608 0.0000839
0.0042658 7314.9628445 0.0068472 0.0000855
0.0043652 7354.6951733 0.0070368 0.0000871
0.0044668 7395.3334029 0.0072298 0.0000888
0.0045709 7436.8946975 0.0074262 0.0000905
0.0046774 7479.3919307 0.0076261 0.0000921
0.0047863 7522.8408364 0.0078294 0.0000938
0.0048978 7567.2533344 0.0080363 0.0000956
0.0050119 7612.6422980 0.0082468 0.0000973
0.0051286 7659.0201238 0.0084608 0.0000990
0.0052481 7706.3982546 0.0086785 0.0001008
0.0053703 7754.7867032 0.0088999 0.0001026
0.0054954 7804.1945285 0.0091250 0.0001044
0.0056234 7854.6288823 0.0093539 0.0001062
0.0057544 7906.0988237 0.0095866 0.0001080
0.0058884 7958.6062598 0.0098231 0.0001098
0.0060256 8012.1569122 0.0100636 0.0001117
0.0061660 8066.7483967 0.0103080 0.0001135
0.0063096 8122.3840511 0.0105564 0.0001154
0.0064565 8179.0581537 0.0108089 0.0001173
0.0066069 8236.7659367 0.0110654 0.0001192
0.0067608 8295.8735748 0.0113260 0.0001211
0.0069183 8355.9128602 0.0115908 0.0001231
0.0070795 8417.0935805 0.0118598 0.0001250
0.0072444 8479.4205037 0.0121331 0.0001270
0.0074131 8542.9031654 0.0124107 0.0001289
0.0075858 8607.5511015 0.0126926 0.0001309
0.0077625 8673.3681264 0.0129789 0.0001329
0.0079433 8740.3656829 0.0132696 0.0001349
0.0081283 8808.5533069 0.0135648 0.0001370
0.0083176 8877.9386270 0.0138646 0.0001390
0.0085114 8948.5340398 0.0141689 0.0001410
0.0087096 9020.3509881 0.0144778 0.0001431
0.0089125 9093.4066365 0.0147914 0.0001452
0.0091201 9167.7171958 0.0151097 0.0001473
0.0093325 9243.3026912 0.0154328 0.0001494
0.0095499 9320.1945907 0.0157607 0.0001515
0.0097724 9398.3042116 0.0160934 0.0001536
0.0100000 9477.7354939 0.0164311 0.0001557
0.0102329 9558.4817626 0.0167737 0.0001579
0.0104713 9640.5477856 0.0171213 0.0001600
0.0107152 9723.9469131 0.0174740 0.0001622
0.0109648 9808.6867736 0.0178318 0.0001644
0.0112202 9894.7921603 0.0181947 0.0001665
0.0114815 9982.2497230 0.0185630 0.0001687
0.0117490 10079.6702864 0.0189362 0.0001709
0.0120226 10153.1359741 0.0193148 0.0001731
0.0123027 10212.0958073 0.0196998 0.0001754
0.0125893 10268.3598707 0.0200916 0.0001776
0.0128825 10336.1984845 0.0204902 0.0001799
0.0131826 10408.9251479 0.0208951 0.0001822
0.0134896 10480.1909272 0.0213067 0.0001846
0.0138038 10553.0291594 0.0217249 0.0001870
0.0141254 10627.4741734 0.0221500 0.0001894
0.0144544 10703.5622053 0.0225819 0.0001918
0.0147911 10781.3237695 0.0230207 0.0001943
0.0151356 10860.7960558 0.0234664 0.0001967
0.0154882 10942.0172072 0.0239192 0.0001992
0.0158489 11025.0272741 0.0243790 0.0002017
0.0162181 11110.0493943 0.0248460 0.0002043
0.0165959 11197.6719262 0.0253202 0.0002068
0.0169824 11284.9425873 0.0258016 0.0002094
0.0173780 11372.7720461 0.0262905 0.0002120
0.0177828 11462.2922017 0.0267868 0.0002146
0.0181970 11554.8733481 0.0272907 0.0002172
0.0186209 11652.1813892 0.0278021 0.0002199
0.0190546 11751.5844448 0.0283210 0.0002226
0.0194984 11852.5799786 0.0288475 0.0002253
0.0199526 11955.7811422 0.0293817 0.0002280
0.0204174 12061.2308468 0.0299235 0.0002307
0.0208930 12168.9710498 0.0304731 0.0002334
0.0213796 12279.0494303 0.0310304 0.0002362
0.0218776 12391.5079457 0.0315956 0.0002389
0.0223872 12506.4047644 0.0321687 0.0002417
0.0229087 12623.7980548 0.0327497 0.0002445
0.0234423 12743.7507531 0.0333387 0.0002473
0.0239883 12864.9869697 0.0339355 0.0002501
0.0245471 12985.1656664 0.0345409 0.0002529
0.0251189 13130.6580900 0.0351540 0.0002557
0.0257040 13297.3333331 0.0357739 0.0002585
0.0263027 13479.7960419 0.0364001 0.0002613
0.0269153 13670.9697012 0.0370319 0.0002640
0.0275423 13861.6827816 0.0376694 0.0002668
0.0281838 14040.2911212 0.0383132 0.0002695
0.0288403 14238.5441563 0.0389631 0.0002722
0.0295121 14434.8680996 0.0396192 0.0002748
0.0301995 14634.4771250 0.0402813 0.0002775
0.0309030 14837.3683718 0.0409496 0.0002801
0.0316228 15043.5513757 0.0416241 0.0002827
0.0323594 15253.0566514 0.0423049 0.0002853
0.0331131 15465.7936086 0.0429919 0.0002879
0.0338844 15681.8633269 0.0436853 0.0002905
0.0346737 15901.2286167 0.0443850 0.0002930
0.0354813 16123.8522883 0.0450912 0.0002955
0.0363078 16349.7152702 0.0458038 0.0002980
0.0371535 16578.9405741 0.0465229 0.0003005
0.0380189 16811.0361529 0.0472486 0.0003029
0.0389045 17046.4692608 0.0479810 0.0003054
0.0398107 17285.1197465 0.0487201 0.0003078
0.0407380 17526.8693663 0.0494659 0.0003102
0.0416869 17771.6208550 0.0502187 0.0003126
0.0426580 18019.2864832 0.0509783 0.0003150
0.0436516 18269.8033148 0.0517450 0.0003173
0.0446684 18523.1579996 0.0525188 0.0003197
0.0457088 18779.3791450 0.0532997 0.0003220
0.0467735 19038.4190720 0.0540880 0.0003243
0.0478630 19299.7170757 0.0548837 0.0003266
0.0489779 19563.6450523 0.0556870 0.0003289
0.0501187 19830.0027500 0.0564979 0.0003312
0.0512861 20098.5937313 0.0573165 0.0003334
0.0524807 20369.2635164 0.0581431 0.0003357
0.0537032 20641.8786041 0.0589777 0.0003379
0.0549541 20916.3493579 0.0598205 0.0003402
0.0562341 21192.6681491 0.0606716 0.0003424
0.0575440 21470.2971589 0.0615313 0.0003446
0.0588844 21749.2745304 0.0623997 0.0003468
0.0602560 22029.5583061 0.0632769 0.0003490
0.0616595 22310.8490619 0.0641632 0.0003512
0.0630957 22592.8626312 0.0650588 0.0003534
0.0645654 22875.3396402 0.0659638 0.0003556
0.0660693 23158.0836515 0.0668786 0.0003577
0.0676083 23440.9497210 0.0678033 0.0003599
0.0691831 23723.8749125 0.0687381 0.0003621
0.0707946 24006.2146060 0.0696835 0.0003643
0.0724436 24287.9077725 0.0706395 0.0003664
0.0741310 24568.7694175 0.0716066 0.0003686
0.0758578 24848.4314592 0.0725850 0.0003708
0.0776247 25126.5334445 0.0735749 0.0003730
0.0794328 25402.7816708 0.0745769 0.0003752
0.0812831 25676.9587221 0.0755911 0.0003774
0.0831764 25948.9196541 0.0766179 0.0003796
0.0851138 26218.0522687 0.0776578 0.0003818
0.0870964 26484.1181710 0.0787111 0.0003840
0.0891251 26746.9895812 0.0797782 0.0003862
0.0912011 27006.2145027 0.0808595 0.0003885
0.0933254 27261.3657316 0.0819556 0.0003907
0.0954993 27512.1152367 0.0830668 0.0003930
0.0977237 27758.1769439 0.0841937 0.0003953
0.1000000 27999.3830232 0.0853368 0.0003976
0.1023293 28235.5694590 0.0864965 0.0004000
0.1047129 28465.6911279 0.0876735 0.0004023
0.1071519 28690.0760612 0.0888684 0.0004047
0.1096478 28908.2646336 0.0900816 0.0004071
0.1122018 29119.8525273 0.0913140 0.0004095
0.1148154 29324.5403183 0.0925660 0.0004120
0.1174898 29522.0800757 0.0938385 0.0004145
0.1202264 29712.3726274 0.0951321 0.0004171
0.1230269 29894.8114967 0.0964476 0.0004196
0.1258925 30069.3089542 0.0977856 0.0004223
0.1288250 30235.7868063 0.0991471 0.0004249
0.1318257 30393.8731570 0.1005329 0.0004276
0.1348963 30543.2666752 0.1019437 0.0004304
0.1380384 30683.7709233 0.1033806 0.0004332
0.1412538 30815.2657504 0.1048445 0.0004361
0.1445440 30937.7873924 0.1063363 0.0004390
0.1479108 31051.0879187 0.1078570 0.0004420
0.1513561 31154.7878045 0.1094078 0.0004451
0.1548817 31249.1464235 0.1109896 0.0004482
0.1584893 31333.9558954 0.1126036 0.0004514
0.1621810 31409.0941619 0.1142511 0.0004547
0.1659587 31474.5383371 0.1159331 0.0004581
0.1698244 31530.3685217 0.1176510 0.0004616
0.1737801 31576.7792459 0.1194060 0.0004651
0.1778279 31613.1754761 0.1211996 0.0004688
0.1819701 31640.2151823 0.1230332 0.0004725
0.1862087 31657.8258923 0.1249081 0.0004764
0.1905461 31665.9999775 0.1268259 0.0004804
0.1949845 31664.8251673 0.1287882 0.0004845
0.1995262 31654.4540344 0.1307965 0.0004887
0.2041738 31635.1593027 0.1328526 0.0004931
0.2089296 31607.1545739 0.1349582 0.0004976
0.2137962 31570.2796466 0.1371150 0.0005022
0.2187762 31525.0856901 0.1393249 0.0005071
0.2238721 31471.6737836 0.1415898 0.0005120
0.2290868 31410.2232002 0.1439117 0.0005172
0.2344229 31340.9685205 0.1462927 0.0005225
0.2398833 31264.2358688 0.1487348 0.0005280
0.2454709 31180.4123984 0.1512403 0.0005337
0.2511886 31089.2730644 0.1538113 0.0005397
0.2570396 30991.5826379 0.1564502 0.0005458
0.2630268 30887.5127632 0.1591593 0.0005522
0.2691535 30777.2694134 0.1619412 0.0005588
0.2754229 30661.1024266 0.1647984 0.0005656
0.2818383 30539.3322053 0.1677335 0.0005727
0.2884032 30412.3172957 0.1707493 0.0005801
0.2951209 30280.4200580 0.1738485 0.0005877
0.3019952 30143.6099777 0.1770339 0.0005957
0.3090295 30002.4515739 0.1803087 0.0006039
0.3162278 29857.1679842 0.1836757 0.0006125
0.3235937 29707.9651820 0.1871382 0.0006213
0.3311311 29555.1101696 0.1906995 0.0006306
0.3388442 29398.8947422 0.1943628 0.0006402
0.3467369 29237.1790671 0.1981316 0.0006501
0.3548134 29078.3393884 0.2020095 0.0006604
0.3630781 28914.3923368 0.2059999 0.0006712
0.3715352 28746.3258209 0.2101067 0.0006823
0.3801894 28575.2517145 0.2143340 0.0006939
0.3890451 28402.3677139 0.2186860 0.0007059
0.3981072 28228.9935734 0.2231666 0.0007183
0.4073803 28056.5749197 0.2277797 0.0007312
0.4168694 27886.6737164 0.2325292 0.0007446
0.4265795 27721.0064070 0.2374186 0.0007585
0.4365158 27561.4153075 0.2424514 0.0007729
0.4466836 27446.3830804 0.2476263 0.0007878
0.4570882 27313.7477720 0.2529464 0.0008031
0.4677351 27177.8073564 0.2584172 0.0008188
0.4786301 27038.6724487 0.2640439 0.0008351
0.4897788 26896.4956218 0.2698317 0.0008519
0.5011872 26751.4237269 0.2757860 0.0008692
0.5128614 26603.6551085 0.2819125 0.0008871
0.5248075 26453.3690398 0.2882169 0.0009056
0.5370318 26300.6704144 0.2947052 0.0009246
0.5495409 26145.5802111 0.3013836 0.0009443
0.5623413 25988.3082174 0.3082585 0.0009646
0.5754399 25828.9288126 0.3153365 0.0009855
0.5888437 25667.5583334 0.3226245 0.0010071
0.6025596 25505.0550014 0.3301297 0.0010294
0.6165950 25338.9547668 0.3378592 0.0010524
0.6309573 25172.7629886 0.3458207 0.0010762
0.6456542 25004.3722556 0.3540219 0.0011007
0.6606934 24831.4863478 0.3624716 0.0011261
0.6760830 24649.2896878 0.3711798 0.0011522
0.6918310 24462.2068854 0.3801584 0.0011793
0.7079458 24274.4775559 0.3894167 0.0012073
0.7244360 24086.1074209 0.3989645 0.0012362
0.7413102 23897.0755015 0.4088114 0.0012661
0.7585776 23707.5801425 0.4189679 0.0012970
0.7762471 23517.4935640 0.4294445 0.0013289
0.7943282 23326.8539093 0.4402522 0.0013620
