#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 370.0058295 0.0000000 0.0000000
0.0010233 372.0367916 0.0010045 0.0002642
0.0010471 374.0743083 0.0020268 0.0003764
0.0010715 376.1178433 0.0030672 0.0004644
0.0010965 378.1672178 0.0041260 0.0005403
0.0011220 380.2221339 0.0052037 0.0006086
0.0011482 382.2830385 0.0063005 0.0006717
0.0011749 384.3503487 0.0074168 0.0007310
0.0012023 386.4249583 0.0085530 0.0007874
0.0012303 388.5053180 0.0097094 0.0008415
0.0012589 390.5928580 0.0108864 0.0008939
0.0012882 392.6877569 0.0120844 0.0009447
0.0013183 394.7898361 0.0133037 0.0009944
0.0013490 396.8992743 0.0145449 0.0010431
0.0013804 399.0164290 0.0158082 0.0010910
0.0014125 401.1420748 0.0170940 0.0011382
0.0014454 403.2754669 0.0184029 0.0011848
0.0014791 405.4177673 0.0197351 0.0012310
0.0015136 407.5688270 0.0210912 0.0012769
0.0015488 409.7288247 0.0224716 0.0013224
0.0015849 411.8982371 0.0238767 0.0013678
0.0016218 414.0777496 0.0253069 0.0014129
0.0016596 416.2666172 0.0267627 0.0014580
0.0016982 418.4664488 0.0282447 0.0015030
0.0017378 420.6768273 0.0297531 0.0015480
0.0017783 422.8981400 0.0312886 0.0015930
0.0018197 425.1308934 0.0328516 0.0016381
0.0018621 427.3753556 0.0344427 0.0016832
0.0019055 429.6320928 0.0360622 0.0017285
0.0019498 431.9017007 0.0377107 0.0017739
0.0019953 434.1842092 0.0393888 0.0018195
0.0020417 436.4798567 0.0410969 0.0018653
0.0020893 438.7892091 0.0428357 0.0019113
0.0021380 441.1133689 0.0446055 0.0019576
0.0021878 443.4519487 0.0464071 0.0020041
0.0022387 445.8057829 0.0482408 0.0020509
0.0022909 448.1755565 0.0501074 0.0020980
0.0023442 450.5615080 0.0520074 0.0021454
0.0023988 452.9642332 0.0539413 0.0021932
0.0024547 455.3843876 0.0559097 0.0022413
0.0025119 457.8219712 0.0579132 0.0022898
0.0025704 460.2780863 0.0599526 0.0023387
0.0026303 462.7529118 0.0620282 0.0023880
0.0026915 465.2472817 0.0641409 0.0024377
0.0027542 467.7623880 0.0662911 0.0024878
0.0028184 470.2977836 0.0684796 0.0025383
0.0028840 472.8542730 0.0707070 0.0025894
0.0029512 475.4326903 0.0729739 0.0026408
0.0030200 478.0338997 0.0752810 0.0026928
0.0030903 480.6577522 0.0776290 0.0027452
0.0031623 483.3060949 0.0800185 0.0027981
