#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 387.6335178 0.0000000 0.0000000
0.0010233 390.3475923 0.0009581 0.0002410
0.0010471 393.0830062 0.0019317 0.0003430
0.0010715 395.8387161 0.0029210 0.0004226
0.0010965 398.6135598 0.0039263 0.0004911
0.0011220 401.4067921 0.0049479 0.0005525
0.0011482 404.2175787 0.0059860 0.0006090
0.0011749 407.0453830 0.0070409 0.0006620
0.0012023 409.8901156 0.0081129 0.0007122
0.0012303 412.7517765 0.0092022 0.0007602
0.0012589 415.6309320 0.0103092 0.0008064
0.0012882 418.5285358 0.0114341 0.0008512
0.0013183 421.4463165 0.0125773 0.0008948
0.0013490 424.3865392 0.0137390 0.0009374
0.0013804 427.3523927 0.0149195 0.0009791
0.0014125 430.3278131 0.0161191 0.0010201
0.0014454 433.3255563 0.0173382 0.0010604
0.0014791 436.3460991 0.0185770 0.0011003
0.0015136 439.3887559 0.0198360 0.0011396
0.0015488 442.4531096 0.0211153 0.0011786
0.0015849 445.5388920 0.0224153 0.0012173
0.0016218 448.6462222 0.0237365 0.0012557
0.0016596 451.7756665 0.0250790 0.0012938
0.0016982 454.9282084 0.0264433 0.0013318
0.0017378 458.1054871 0.0278297 0.0013696
0.0017783 461.3097677 0.0292385 0.0014073
0.0018197 464.5344934 0.0306702 0.0014449
0.0018621 467.7816312 0.0321250 0.0014825
0.0019055 471.0570823 0.0336034 0.0015200
0.0019498 474.3601909 0.0351056 0.0015575
0.0019953 477.6901523 0.0366322 0.0015950
0.0020417 481.0467282 0.0381834 0.0016326
0.0020893 484.4297098 0.0397597 0.0016702
0.0021380 487.8393655 0.0413614 0.0017078
0.0021878 491.2762913 0.0429890 0.0017455
0.0022387 494.7417985 0.0446428 0.0017834
0.0022909 498.2375859 0.0463233 0.0018213
0.0023442 501.7663061 0.0480308 0.0018594
0.0023988 505.3312672 0.0497658 0.0018976
0.0024547 508.9139315 0.0515288 0.0019359
0.0025119 512.5339692 0.0533200 0.0019744
0.0025704 516.1878636 0.0551400 0.0020131
0.0026303 519.8751974 0.0569892 0.0020519
0.0026915 523.5959705 0.0588681 0.0020910
0.0027542 527.3504215 0.0607770 0.0021302
0.0028184 531.1393848 0.0627165 0.0021696
0.0028840 534.9641121 0.0646870 0.0022093
0.0029512 538.8265706 0.0666890 0.0022492
0.0030200 542.7315882 0.0687228 0.0022893
0.0030903 546.6625944 0.0707891 0.0023296
0.0031623 550.6363387 0.0728883 0.0023702
0.0032359 554.6518672 0.0750209 0.0024110
0.0033113 558.7090013 0.0771872 0.0024521
0.0033884 562.8072045 0.0793880 0.0024935
0.0034674 566.9464767 0.0816236 0.0025351
0.0035481 571.1271756 0.0838945 0.0025770
0.0036308 575.3501357 0.0862013 0.0026192
0.0037154 579.6166088 0.0885445 0.0026616
0.0038019 583.9285022 0.0909245 0.0027044
0.0038905 588.2886771 0.0933420 0.0027474
0.0039811 592.7004118 0.0957975 0.0027908
0.0040738 597.1502352 0.0982914 0.0028344
0.0041687 601.6519165 0.1008243 0.0028784
0.0042658 606.2044424 0.1033968 0.0029226
0.0043652 610.8077532 0.1060095 0.0029672
0.0044668 615.4621471 0.1086628 0.0030121
0.0045709 620.1680412 0.1113573 0.0030573
0.0046774 624.9265680 0.1140937 0.0031029
0.0047863 629.7395158 0.1168724 0.0031487
0.0048978 634.6093285 0.1196941 0.0031949
0.0050119 639.5383903 0.1225593 0.0032415
0.0051286 644.5162700 0.1254686 0.0032883
0.0052481 649.5559023 0.1284227 0.0033356
0.0053703 654.6570488 0.1314220 0.0033831
0.0054954 659.8192326 0.1344672 0.0034310
0.0056234 665.0425730 0.1375590 0.0034792
0.0057544 670.3275467 0.1406978 0.0035278
0.0058884 675.6748692 0.1438845 0.0035768
0.0060256 681.0859708 0.1471194 0.0036261
0.0061660 686.5630572 0.1504034 0.0036757
0.0063096 692.1088701 0.1537370 0.0037257
0.0064565 697.7275821 0.1571209 0.0037760
0.0066069 703.4083447 0.1605556 0.0038267
0.0067608 709.1607547 0.1640419 0.0038778
0.0069183 714.9863021 0.1675804 0.0039292
0.0070795 720.8848082 0.1711717 0.0039810
0.0072444 726.8566903 0.1748166 0.0040331
0.0074131 732.9030212 0.1785157 0.0040856
0.0075858 739.0247546 0.1822696 0.0041384
0.0077625 745.2249902 0.1860792 0.0041916
0.0079433 751.5060525 0.1899449 0.0042452
0.0081283 757.8653189 0.1938675 0.0042991
0.0083176 764.3029085 0.1978478 0.0043533
0.0085114 770.8260935 0.2018864 0.0044080
0.0087096 777.4345757 0.2059840 0.0044630
0.0089125 784.1281764 0.2101413 0.0045183
0.0091201 790.9071936 0.2143591 0.0045740
0.0093325 797.7726406 0.2186381 0.0046300
0.0095499 804.7258287 0.2229789 0.0046864
0.0097724 811.7691423 0.2273825 0.0047432
0.0100000 818.9061577 0.2318494 0.0048003
0.0102329 826.1410473 0.2363804 0.0048578
0.0104713 833.4622476 0.2409763 0.0049156
0.0107152 840.8810241 0.2456378 0.0049737
0.0109648 848.3986287 0.2503658 0.0050322
0.0112202 856.0148228 0.2551609 0.0050911
0.0114815 863.7303814 0.2600240 0.0051503
0.0117490 871.5459005 0.2649558 0.0052098
0.0120226 879.4637048 0.2699572 0.0052697
0.0123027 887.4861786 0.2750288 0.0053299
0.0125893 895.6213688 0.2801716 0.0053904
0.0128825 903.8504396 0.2853863 0.0054513
0.0131826 912.1928825 0.2906738 0.0055125
0.0134896 920.6476841 0.2960349 0.0055740
0.0138038 929.2144869 0.3014703 0.0056359
0.0141254 937.8932907 0.3069810 0.0056981
0.0144544 946.6850493 0.3125678 0.0057606
0.0147911 955.5910741 0.3182315 0.0058234
0.0151356 964.6141666 0.3239730 0.0058866
0.0154882 973.7576647 0.3297932 0.0059500
0.0158489 983.0273504 0.3356929 0.0060138
0.0162181 992.4113022 0.3416731 0.0060779
0.0165959 1001.9196533 0.3477346 0.0061423
0.0169824 1011.5550860 0.3538782 0.0062070
0.0173780 1021.3170043 0.3601051 0.0062720
0.0177828 1031.2063618 0.3664159 0.0063373
0.0181970 1041.2244699 0.3728117 0.0064029
0.0186209 1051.3740705 0.3792934 0.0064688
0.0190546 1061.6593361 0.3858619 0.0065349
0.0194984 1072.0791938 0.3925182 0.0066014
0.0199526 1082.6325706 0.3992633 0.0066682
0.0204174 1093.3248312 0.4060981 0.0067352
0.0208930 1104.1572868 0.4130236 0.0068025
0.0213796 1115.1333948 0.4200407 0.0068701
0.0218776 1127.0963523 0.4271499 0.0069379
0.0223872 1141.1065635 0.4343398 0.0070057
0.0229087 1156.0825235 0.4416042 0.0070731
0.0234423 1171.4554644 0.4489404 0.0071402
0.0239883 1187.0054375 0.4563496 0.0072070
0.0245471 1202.9900631 0.4638310 0.0072733
0.0251189 1219.2846438 0.4713846 0.0073393
0.0257040 1235.6811520 0.4790111 0.0074049
0.0263027 1252.4822710 0.4867111 0.0074701
0.0269153 1269.5815429 0.4944848 0.0075349
0.0275423 1287.0185468 0.5023320 0.0075994
0.0281838 1304.7975742 0.5102530 0.0076634
0.0288403 1322.9212480 0.5182477 0.0077270
0.0295121 1341.3961247 0.5263162 0.0077902
0.0301995 1360.2247080 0.5344587 0.0078530
0.0309030 1379.4097397 0.5426751 0.0079154
0.0316228 1398.9567036 0.5509659 0.0079774
0.0323594 1418.8710837 0.5593308 0.0080389
0.0331131 1439.1513300 0.5677703 0.0081000
0.0338844 1459.8049530 0.5762845 0.0081607
0.0346737 1480.8327873 0.5848733 0.0082209
0.0354813 1502.2360249 0.5935372 0.0082807
0.0363078 1524.0186000 0.6022766 0.0083401
0.0371535 1546.1832544 0.6110913 0.0083990
0.0380189 1568.7192589 0.6199820 0.0084574
0.0389045 1591.6443764 0.6289489 0.0085155
0.0398107 1614.9539574 0.6379924 0.0085731
0.0407380 1638.6432335 0.6471129 0.0086302
0.0416869 1662.7106549 0.6563107 0.0086870
0.0426580 1687.1564600 0.6655865 0.0087433
0.0436516 1711.9823178 0.6749408 0.0087991
0.0446684 1737.1851288 0.6843741 0.0088546
0.0457088 1762.7521370 0.6938870 0.0089096
0.0467735 1788.6937142 0.7034806 0.0089643
0.0478630 1814.9991309 0.7131551 0.0090186
0.0489779 1841.6588503 0.7229116 0.0090725
0.0501187 1868.6661963 0.7327508 0.0091260
0.0512861 1896.0174733 0.7426740 0.0091791
0.0524807 1923.7156616 0.7526818 0.0092319
0.0537032 1951.7179637 0.7627758 0.0092843
0.0549541 1980.0492950 0.7729569 0.0093363
0.0562341 2008.6886741 0.7832260 0.0093881
0.0575440 2037.6184573 0.7935850 0.0094394
0.0588844 2066.8221932 0.8040351 0.0094905
0.0602560 2096.2874835 0.8145780 0.0095413
0.0616595 2126.0066987 0.8252151 0.0095918
0.0630957 2155.9688710 0.8359485 0.0096421
0.0645654 2186.1329909 0.8467796 0.0096921
0.0660693 2216.5012045 0.8577105 0.0097418
0.0676083 2247.0451387 0.8687435 0.0097913
0.0691831 2277.7395205 0.8798807 0.0098407
0.0707946 2308.5640834 0.8911244 0.0098898
0.0724436 2339.5026144 0.9024771 0.0099388
0.0741310 2370.5291250 0.9139415 0.0099876
0.0758578 2401.6068974 0.9255201 0.0100363
0.0776247 2432.7259177 0.9372160 0.0100849
0.0794328 2463.8487528 0.9490322 0.0101335
0.0812831 2494.9405924 0.9609720 0.0101820
0.0831764 2525.9730636 0.9730386 0.0102304
0.0851138 2556.9251850 0.9852357 0.0102789
0.0870964 2587.7754980 0.9975669 0.0103273
0.0891251 2618.4555741 1.0100364 0.0103758
0.0912011 2648.9658902 1.0226481 0.0104244
0.0933254 2679.2628140 1.0354060 0.0104731
0.0954993 2709.3072436 1.0483152 0.0105219
0.0977237 2739.0677066 1.0613799 0.0105709
0.1000000 2768.5222678 1.0746050 0.0106201
0.1023293 2797.6139429 1.0879959 0.0106695
0.1047129 2826.3265191 1.1015580 0.0107192
0.1071519 2854.6502208 1.1152965 0.0107691
0.1096478 2882.5194805 1.1292174 0.0108195
0.1122018 2909.8720689 1.1433266 0.0108701
0.1148154 2936.6488559 1.1576310 0.0109212
0.1174898 2962.7969109 1.1721372 0.0109728
0.1202264 2988.5317718 1.1868520 0.0110249
0.1230269 3013.6674655 1.2017818 0.0110775
0.1258925 3038.1811031 1.2169339 0.0111306
0.1288250 3062.0364436 1.2323161 0.0111844
0.1318257 3085.2072601 1.2479360 0.0112389
0.1348963 3107.6766243 1.2638022 0.0112942
0.1380384 3129.4442977 1.2799228 0.0113501
0.1412538 3150.4497198 1.2963063 0.0114070
0.1445440 3170.7181640 1.3129621 0.0114647
0.1479108 3190.2210189 1.3298994 0.0115233
0.1513561 3208.9399258 1.3471276 0.0115830
0.1548817 3226.8670164 1.3646566 0.0116437
0.1584893 3244.0099205 1.3824969 0.0117056
0.1621810 3260.3610084 1.4006583 0.0117686
0.1659587 3275.9074051 1.4191526 0.0118329
0.1698244 3290.6715226 1.4379902 0.0118985
0.1737801 3304.6454929 1.4571827 0.0119655
0.1778279 3317.8331309 1.4767415 0.0120340
0.1819701 3330.2508879 1.4966789 0.0121040
0.1862087 3341.9147387 1.5170070 0.0121756
0.1905461 3352.8137155 1.5377383 0.0122490
0.1949845 3362.9997955 1.5588864 0.0123240
0.1995262 3372.4760781 1.5804638 0.0124010
0.2041738 3381.2563923 1.6024842 0.0124798
0.2089296 3389.3636269 1.6249610 0.0125607
0.2137962 3396.8342613 1.6479087 0.0126437
0.2187762 3403.6980989 1.6713415 0.0127288
0.2238721 3409.9487022 1.6952741 0.0128163
0.2290868 3415.6447241 1.7197212 0.0129061
0.2344229 3420.8047621 1.7446981 0.0129983
0.2398833 3425.4545662 1.7702200 0.0130931
0.2454709 3429.6272778 1.7963031 0.0131906
0.2511886 3433.3550846 1.8229629 0.0132907
0.2570396 3436.6534842 1.8502157 0.0133937
