#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 36.4479243 0.0000000 0.0000000
0.0010233 36.8083919 0.0006359 0.0009924
0.0010471 37.1730157 0.0012803 0.0014086
0.0010715 37.5416691 0.0019332 0.0017313
0.0010965 37.9142217 0.0025947 0.0020064
0.0011220 38.2905544 0.0032650 0.0022513
0.0011482 38.6705963 0.0039442 0.0024751
0.0011749 39.0542768 0.0046324 0.0026830
0.0012023 39.4415809 0.0053297 0.0028787
0.0012303 39.8325496 0.0060362 0.0030644
0.0012589 40.2272946 0.0067521 0.0032418
0.0012882 40.6260059 0.0074774 0.0034124
0.0013183 41.0289553 0.0082124 0.0035771
0.0013490 41.4365637 0.0089571 0.0037367
0.0013804 41.8475238 0.0097117 0.0038919
0.0014125 42.2623049 0.0104762 0.0040432
0.0014454 42.6814992 0.0112509 0.0041910
0.0014791 43.1050210 0.0120358 0.0043358
0.0015136 43.5327810 0.0128312 0.0044778
0.0015488 43.9647232 0.0136370 0.0046173
0.0015849 44.4008662 0.0144535 0.0047546
0.0016218 44.8412772 0.0152809 0.0048898
0.0016596 45.2860976 0.0161192 0.0050233
0.0016982 45.7355733 0.0169686 0.0051550
0.0017378 46.1903447 0.0178292 0.0052852
0.0017783 46.6478907 0.0187012 0.0054140
0.0018197 47.1106021 0.0195848 0.0055415
0.0018621 47.5783300 0.0204801 0.0056678
0.0019055 48.0509180 0.0213872 0.0057931
0.0019498 48.5282803 0.0223063 0.0059173
0.0019953 49.0103165 0.0232376 0.0060406
0.0020417 49.4970452 0.0241812 0.0061631
0.0020893 49.9884775 0.0251373 0.0062848
0.0021380 50.4847587 0.0261060 0.0064057
0.0021878 50.9861086 0.0270875 0.0065261
0.0022387 51.4928734 0.0280821 0.0066457
0.0022909 52.0055559 0.0290898 0.0067649
0.0023442 52.5216610 0.0301108 0.0068835
0.0023988 53.0436465 0.0311453 0.0070016
0.0024547 53.5711140 0.0321934 0.0071193
0.0025119 54.1039481 0.0332555 0.0072367
0.0025704 54.6421078 0.0343316 0.0073536
0.0026303 55.1856043 0.0354218 0.0074702
0.0026915 55.7345194 0.0365265 0.0075865
0.0027542 56.2890320 0.0376458 0.0077025
0.0028184 56.8494511 0.0387799 0.0078183
0.0028840 57.4157805 0.0399290 0.0079339
0.0029512 57.9867614 0.0410932 0.0080492
0.0030200 58.5641256 0.0422728 0.0081644
0.0030903 59.1476571 0.0434680 0.0082794
0.0031623 59.7372328 0.0446789 0.0083943
0.0032359 60.3327561 0.0459059 0.0085090
0.0033113 60.9341748 0.0471490 0.0086237
0.0033884 61.5415299 0.0484085 0.0087382
0.0034674 62.1549479 0.0496846 0.0088527
0.0035481 62.7746672 0.0509776 0.0089672
0.0036308 63.4010827 0.0522876 0.0090816
0.0037154 64.0347305 0.0536149 0.0091959
0.0038019 64.6731452 0.0549597 0.0093103
0.0038905 65.3187998 0.0563222 0.0094246
0.0039811 65.9712770 0.0577027 0.0095390
0.0040738 66.6304802 0.0591013 0.0096533
0.0041687 67.2963720 0.0605183 0.0097677
0.0042658 67.9689673 0.0619541 0.0098821
0.0043652 68.6484002 0.0634087 0.0099966
0.0044668 69.3349166 0.0648824 0.0101111
0.0045709 70.0289260 0.0663756 0.0102257
0.0046774 70.7295793 0.0678884 0.0103404
0.0047863 71.4371596 0.0694211 0.0104551
0.0048978 72.1525235 0.0709739 0.0105699
0.0050119 72.8754847 0.0725472 0.0106848
0.0051286 73.6059092 0.0741411 0.0107998
0.0052481 74.3437224 0.0757560 0.0109150
0.0053703 75.0889692 0.0773921 0.0110302
0.0054954 75.8417387 0.0790497 0.0111455
0.0056234 76.6023068 0.0807291 0.0112609
0.0057544 77.3710680 0.0824305 0.0113765
0.0058884 78.1486556 0.0841542 0.0114921
0.0060256 78.9328871 0.0859006 0.0116079
0.0061660 79.7256991 0.0876698 0.0117239
0.0063096 80.5269650 0.0894623 0.0118399
0.0064565 81.3366029 0.0912782 0.0119561
0.0066069 82.1545309 0.0931180 0.0120725
0.0067608 82.9808233 0.0949818 0.0121890
0.0069183 83.8156590 0.0968701 0.0123056
0.0070795 84.6593881 0.0987831 0.0124224
0.0072444 85.5128373 0.1007212 0.0125393
0.0074131 86.3732731 0.1026846 0.0126563
0.0075858 87.2434290 0.1046737 0.0127735
0.0077625 88.1230667 0.1066889 0.0128909
0.0079433 89.0119851 0.1087304 0.0130084
0.0081283 89.9101171 0.1107986 0.0131261
0.0083176 90.8174105 0.1128938 0.0132439
0.0085114 91.7339698 0.1150164 0.0133618
0.0087096 92.6600481 0.1171668 0.0134799
0.0089125 93.5960774 0.1193452 0.0135982
0.0091201 94.5427429 0.1215521 0.0137166
0.0093325 95.4979965 0.1237877 0.0138352
0.0095499 96.4636778 0.1260526 0.0139539
0.0097724 97.4397346 0.1283470 0.0140727
0.0100000 98.4260478 0.1306713 0.0141917
0.0102329 99.4225877 0.1330259 0.0143108
0.0104713 100.4293989 0.1354112 0.0144301
0.0107152 101.4467346 0.1378277 0.0145495
0.0109648 102.4750492 0.1402755 0.0146691
0.0112202 103.5145662 0.1427553 0.0147888
0.0114815 104.5637213 0.1452673 0.0149086
0.0117490 105.6246077 0.1478121 0.0150286
0.0120226 106.6969719 0.1503899 0.0151487
0.0123027 107.7806279 0.1530013 0.0152689
0.0125893 108.8754937 0.1556467 0.0153892
0.0128825 109.9816066 0.1583264 0.0155097
0.0131826 111.0991974 0.1610410 0.0156302
0.0134896 112.2286683 0.1637909 0.0157509
0.0138038 113.3706302 0.1665765 0.0158717
0.0141254 114.5243157 0.1693983 0.0159926
0.0144544 115.6897474 0.1722566 0.0161136
0.0147911 116.8678562 0.1751521 0.0162347
0.0151356 118.0584559 0.1780852 0.0163559
0.0154882 119.2614646 0.1810563 0.0164772
0.0158489 120.4769493 0.1840660 0.0165986
0.0162181 121.7051261 0.1871147 0.0167200
0.0165959 122.9464939 0.1902028 0.0168415
0.0169824 124.2015592 0.1933311 0.0169631
0.0173780 125.4685048 0.1964998 0.0170848
0.0177828 126.7495202 0.1997096 0.0172065
0.0181970 128.0443152 0.2029610 0.0173283
0.0186209 129.3526960 0.2062544 0.0174502
0.0190546 130.6746626 0.2095905 0.0175720
0.0194984 132.0102896 0.2129698 0.0176940
0.0199526 133.3599790 0.2163927 0.0178159
0.0204174 134.7242822 0.2198600 0.0179379
0.0208930 136.1032587 0.2233720 0.0180600
0.0213796 137.4959997 0.2269295 0.0181820
0.0218776 138.9038610 0.2305329 0.0183041
0.0223872 140.3267083 0.2341829 0.0184261
0.0229087 141.7643779 0.2378800 0.0185482
0.0234423 143.2170337 0.2416249 0.0186703
0.0239883 144.6849586 0.2454181 0.0187923
0.0245471 146.1687783 0.2492603 0.0189143
0.0251189 147.4792446 0.2531526 0.0190364
0.0257040 148.4443747 0.2571067 0.0191594
0.0263027 149.3366597 0.2611278 0.0192840
0.0269153 150.2256824 0.2652183 0.0194101
0.0275423 151.1346964 0.2693788 0.0195377
