#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 260.2374921 -0.0000000 0.0000000
0.0010233 261.8787853 0.0010707 0.0003505
0.0010471 263.5291059 0.0021595 0.0004990
0.0010715 265.1882453 0.0032666 0.0006153
0.0010965 266.8560249 0.0043925 0.0007152
0.0011220 268.5324148 0.0055374 0.0008051
0.0011482 270.2177130 0.0067016 0.0008880
0.0011749 271.9124855 0.0078856 0.0009657
0.0012023 273.6169110 0.0090895 0.0010395
0.0012303 275.3303938 0.0103139 0.0011102
0.0012589 277.0540660 0.0115590 0.0011783
0.0012882 278.7876891 0.0128251 0.0012445
0.0013183 280.5313527 0.0141127 0.0013089
0.0013490 282.2852951 0.0154221 0.0013720
0.0013804 284.0500822 0.0167536 0.0014338
0.0014125 285.8258930 0.0181077 0.0014947
0.0014454 287.6123996 0.0194848 0.0015547
0.0014791 289.4105554 0.0208851 0.0016140
0.0015136 291.2202116 0.0223092 0.0016727
0.0015488 293.0415468 0.0237574 0.0017310
0.0015849 294.8748590 0.0252301 0.0017888
0.0016218 296.7207440 0.0267278 0.0018463
0.0016596 298.5791125 0.0282508 0.0019035
0.0016982 300.4504709 0.0297995 0.0019606
0.0017378 302.3352364 0.0313745 0.0020174
0.0017783 304.2334388 0.0329761 0.0020742
0.0018197 306.1452270 0.0346048 0.0021309
0.0018621 308.0712267 0.0362610 0.0021877
0.0019055 310.0123317 0.0379452 0.0022444
0.0019498 311.9675290 0.0396578 0.0023012
0.0019953 313.9382488 0.0413993 0.0023581
0.0020417 315.9243419 0.0431702 0.0024151
0.0020893 317.9261660 0.0449709 0.0024722
0.0021380 319.9441382 0.0468019 0.0025295
0.0021878 321.9790033 0.0486638 0.0025870
0.0022387 324.0304931 0.0505570 0.0026448
0.0022909 326.0995313 0.0524820 0.0027027
0.0023442 328.1864754 0.0544394 0.0027609
0.0023988 330.2915340 0.0564296 0.0028194
0.0024547 332.4151538 0.0584531 0.0028782
0.0025119 334.5579011 0.0605105 0.0029374
0.0025704 336.7196864 0.0626024 0.0029968
0.0026303 338.9017313 0.0647292 0.0030566
0.0026915 341.1043933 0.0668916 0.0031167
0.0027542 343.3277618 0.0690899 0.0031772
0.0028184 345.5721346 0.0713250 0.0032381
0.0028840 347.8382567 0.0735971 0.0032994
0.0029512 350.1268431 0.0759071 0.0033611
0.0030200 352.4383705 0.0782554 0.0034232
0.0030903 354.7727494 0.0806425 0.0034858
0.0031623 357.1312015 0.0830692 0.0035488
0.0032359 359.5137864 0.0855360 0.0036122
0.0033113 361.9210998 0.0880435 0.0036761
0.0033884 364.3538568 0.0905923 0.0037405
0.0034674 366.8132194 0.0931830 0.0038054
0.0035481 369.2983534 0.0958162 0.0038708
0.0036308 371.8100334 0.0984927 0.0039366
0.0037154 375.5984237 0.1012127 0.0040030
0.0038019 383.9800157 0.1039460 0.0040679
0.0038905 386.6235318 0.1067041 0.0041317
0.0039811 389.3043792 0.1095070 0.0041961
0.0040738 392.0217236 0.1123555 0.0042610
0.0041687 394.7774420 0.1152500 0.0043264
0.0042658 397.5716536 0.1181911 0.0043925
0.0043652 400.4066525 0.1211796 0.0044590
0.0044668 403.2830047 0.1242159 0.0045261
0.0045709 406.2014253 0.1273007 0.0045938
0.0046774 409.1634934 0.1304346 0.0046620
0.0047863 412.1703112 0.1336182 0.0047308
0.0048978 415.2227131 0.1368520 0.0048002
0.0050119 418.3217418 0.1401369 0.0048700
0.0051286 421.4687976 0.1434732 0.0049405
0.0052481 424.6652808 0.1468616 0.0050114
0.0053703 427.9126811 0.1503027 0.0050830
0.0054954 431.2122199 0.1537972 0.0051550
0.0056234 434.5649401 0.1573456 0.0052276
0.0057544 437.9721228 0.1609485 0.0053007
0.0058884 441.4355258 0.1646065 0.0053743
0.0060256 444.9573538 0.1683202 0.0054485
0.0061660 448.5371302 0.1720903 0.0055231
0.0063096 452.1776554 0.1759172 0.0055983
0.0064565 455.8801809 0.1798016 0.0056740
0.0066069 459.6460176 0.1837440 0.0057501
0.0067608 463.4772211 0.1877451 0.0058267
0.0069183 467.3757877 0.1918054 0.0059039
0.0070795 471.3417472 0.1959255 0.0059814
0.0072444 475.3790025 0.2001058 0.0060595
0.0074131 479.4881196 0.2043471 0.0061379
0.0075858 483.6707969 0.2086498 0.0062168
0.0077625 487.9290006 0.2130144 0.0062962
0.0079433 492.2635055 0.2174416 0.0063759
