#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 124.7579988 0.0000000 0.0000000
0.0010233 125.8292589 0.0013013 0.0006153
0.0010471 126.9102573 0.0026217 0.0008744
0.0010715 128.0011355 0.0039612 0.0010761
0.0010965 129.1021171 0.0053203 0.0012487
0.0011220 130.2131125 0.0066992 0.0014029
0.0011482 131.3343753 0.0080981 0.0015444
0.0011749 132.4658755 0.0095174 0.0016763
0.0012023 133.6081050 0.0109574 0.0018009
0.0012303 134.7610785 0.0124183 0.0019196
0.0012589 135.9248856 0.0139004 0.0020335
0.0012882 137.0997944 0.0154041 0.0021433
0.0013183 138.2858646 0.0169296 0.0022498
0.0013490 139.4832303 0.0184772 0.0023533
0.0013804 140.6920703 0.0200473 0.0024543
0.0014125 141.9125336 0.0216401 0.0025532
0.0014454 143.1449034 0.0232560 0.0026501
0.0014791 144.3892392 0.0248953 0.0027454
0.0015136 145.6455858 0.0265584 0.0028392
0.0015488 146.9145541 0.0282455 0.0029317
0.0015849 148.1960994 0.0299569 0.0030230
0.0016218 149.4900877 0.0316931 0.0031133
0.0016596 150.7972937 0.0334543 0.0032027
0.0016982 152.1174940 0.0352409 0.0032912
0.0017378 153.4509718 0.0370533 0.0033791
0.0017783 154.7983081 0.0388917 0.0034663
0.0018197 156.1589367 0.0407566 0.0035529
0.0018621 157.5336772 0.0426483 0.0036389
0.0019055 158.9222315 0.0445671 0.0037246
0.0019498 160.3254045 0.0465135 0.0038098
0.0019953 161.7431065 0.0484878 0.0038947
0.0020417 163.1754719 0.0504903 0.0039793
0.0020893 164.6231711 0.0525215 0.0040636
0.0021380 166.0859209 0.0545816 0.0041477
0.0021878 167.5639898 0.0566712 0.0042316
0.0022387 169.0578395 0.0587906 0.0043154
0.0022909 170.5676638 0.0609402 0.0043990
0.0023442 172.0936863 0.0631203 0.0044825
0.0023988 173.6361602 0.0653315 0.0045660
0.0024547 175.1949515 0.0675740 0.0046494
0.0025119 176.7710883 0.0698483 0.0047327
0.0025704 178.3643919 0.0721548 0.0048161
0.0026303 179.9745195 0.0744940 0.0048995
0.0026915 181.6029762 0.0768662 0.0049829
0.0027542 183.2493149 0.0792719 0.0050663
0.0028184 184.9137442 0.0817114 0.0051499
0.0028840 186.5970540 0.0841853 0.0052334
0.0029512 188.2989611 0.0866940 0.0053171
0.0030200 190.0198083 0.0892378 0.0054009
0.0030903 191.7601916 0.0918174 0.0054848
0.0031623 193.5202003 0.0944330 0.0055689
0.0032359 195.3001029 0.0970852 0.0056531
0.0033113 197.1003016 0.0997744 0.0057374
0.0033884 198.9212434 0.1025011 0.0058219
0.0034674 200.7628985 0.1052657 0.0059066
0.0035481 202.6258184 0.1080687 0.0059914
0.0036308 204.5098390 0.1109106 0.0060765
0.0037154 206.4160781 0.1137919 0.0061617
0.0038019 208.3443866 0.1167131 0.0062471
0.0038905 210.2950625 0.1196746 0.0063328
0.0039811 212.2686125 0.1226770 0.0064186
0.0040738 214.2654539 0.1257206 0.0065047
0.0041687 216.2852885 0.1288062 0.0065910
0.0042658 218.3295024 0.1319340 0.0066776
0.0043652 220.3972311 0.1351048 0.0067643
0.0044668 222.4901138 0.1383188 0.0068513
0.0045709 224.6071373 0.1415768 0.0069386
0.0046774 226.7498960 0.1448793 0.0070261
0.0047863 228.9179280 0.1482266 0.0071138
0.0048978 231.1115461 0.1516195 0.0072019
0.0050119 233.3326281 0.1550584 0.0072901
0.0051286 235.5797135 0.1585439 0.0073786
0.0052481 237.8538903 0.1620764 0.0074674
0.0053703 240.1554712 0.1656567 0.0075565
0.0054954 242.4845308 0.1692852 0.0076458
0.0056234 244.8418440 0.1729626 0.0077353
0.0057544 247.2283497 0.1766893 0.0078252
0.0058884 249.6434517 0.1804660 0.0079153
0.0060256 252.0876268 0.1842932 0.0080057
0.0061660 254.5616948 0.1881715 0.0080963
0.0063096 257.0659238 0.1921016 0.0081873
0.0064565 259.6008801 0.1960839 0.0082785
0.0066069 262.1665637 0.2001192 0.0083699
0.0067608 264.7633619 0.2042080 0.0084617
0.0069183 267.3938381 0.2083510 0.0085537
0.0070795 270.0550415 0.2125488 0.0086459
0.0072444 272.7490882 0.2168019 0.0087385
0.0074131 275.4763955 0.2211111 0.0088313
0.0075858 278.2370527 0.2254769 0.0089244
0.0077625 281.0318647 0.2299001 0.0090178
0.0079433 283.8612188 0.2343812 0.0091114
0.0081283 286.7255918 0.2389210 0.0092053
0.0083176 289.6249242 0.2435200 0.0092994
0.0085114 292.5598418 0.2481790 0.0093938
0.0087096 295.5323415 0.2528986 0.0094885
0.0089125 298.5402775 0.2576796 0.0095834
0.0091201 301.5859444 0.2625225 0.0096786
0.0093325 304.6694021 0.2674282 0.0097741
0.0095499 307.7902631 0.2723973 0.0098698
0.0097724 310.9499876 0.2774305 0.0099658
0.0100000 314.1494400 0.2825285 0.0100620
0.0102329 317.3881733 0.2876921 0.0101584
0.0104713 320.6668729 0.2929220 0.0102551
0.0107152 323.9859859 0.2982190 0.0103520
0.0109648 327.3460190 0.3035837 0.0104492
0.0112202 330.7487901 0.3090171 0.0105466
0.0114815 334.1933157 0.3145197 0.0106443
0.0117490 337.6796555 0.3200924 0.0107422
0.0120226 341.2095976 0.3257360 0.0108403
0.0123027 344.7837977 0.3314512 0.0109386
0.0125893 348.4022261 0.3372389 0.0110372
0.0128825 352.0646144 0.3430998 0.0111360
0.0131826 355.7727808 0.3490347 0.0112350
0.0134896 359.5267847 0.3550446 0.0113342
0.0138038 363.3277885 0.3611302 0.0114336
0.0141254 367.1743916 0.3672923 0.0115332
0.0144544 371.0692761 0.3735319 0.0116330
0.0147911 375.0117268 0.3798498 0.0117331
0.0151356 379.0044856 0.3862467 0.0118333
0.0154882 383.0445423 0.3927237 0.0119337
0.0158489 387.1350562 0.3992815 0.0120343
0.0162181 391.2774280 0.4059211 0.0121351
0.0165959 395.4689157 0.4126434 0.0122361
0.0169824 399.7124998 0.4194493 0.0123373
0.0173780 404.0081801 0.4263398 0.0124386
0.0177828 408.3573874 0.4333157 0.0125401
0.0181970 412.7596148 0.4403781 0.0126418
0.0186209 417.2163824 0.4475278 0.0127436
0.0190546 421.7277498 0.4547657 0.0128456
0.0194984 426.2933296 0.4620931 0.0129477
0.0199526 430.9161021 0.4695108 0.0130501
0.0204174 435.5943088 0.4770198 0.0131525
0.0208930 440.3306917 0.4846210 0.0132551
0.0213796 445.1275755 0.4923156 0.0133578
0.0218776 449.9718169 0.5001046 0.0134607
0.0223872 454.8144787 0.5079895 0.0135637
0.0229087 459.7706317 0.5159719 0.0136669
0.0234423 464.8210529 0.5240518 0.0137702
0.0239883 469.9754282 0.5322296 0.0138736
0.0245471 475.2487190 0.5405058 0.0139770
0.0251189 480.5854911 0.5488804 0.0140805
0.0257040 485.9568350 0.5573553 0.0141841
0.0263027 491.4252784 0.5659316 0.0142876
0.0269153 496.9771712 0.5746095 0.0143912
0.0275423 502.6294120 0.5833902 0.0144948
0.0281838 508.3774110 0.5922740 0.0145983
0.0288403 514.2182774 0.6012618 0.0147019
0.0295121 520.1594024 0.6103542 0.0148053
0.0301995 526.1981632 0.6195518 0.0149087
0.0309030 532.3335466 0.6288553 0.0150120
0.0316228 538.5690097 0.6382657 0.0151152
0.0323594 544.9038970 0.6477835 0.0152183
0.0331131 551.3390427 0.6574095 0.0153212
0.0338844 557.8694401 0.6671448 0.0154240
0.0346737 564.5025996 0.6769899 0.0155266
0.0354813 571.2360772 0.6869456 0.0156290
0.0363078 578.0671311 0.6970130 0.0157313
0.0371535 584.9979667 0.7071931 0.0158333
0.0380189 592.0262593 0.7174868 0.0159352
0.0389045 599.1524263 0.7278951 0.0160368
0.0398107 606.3725335 0.7384189 0.0161382
0.0407380 613.6897401 0.7490597 0.0162394
0.0416869 621.1003505 0.7598184 0.0163404
0.0426580 628.6020996 0.7706963 0.0164411
0.0436516 636.1941530 0.7816949 0.0165416
0.0446684 643.8741860 0.7928152 0.0166419
0.0457088 651.6398739 0.8040591 0.0167419
0.0467735 659.4892496 0.8154276 0.0168418
0.0478630 667.4171275 0.8269227 0.0169414
0.0489779 675.4220173 0.8385459 0.0170407
0.0501187 683.4999850 0.8502992 0.0171399
0.0512861 691.6463812 0.8621843 0.0172389
0.0524807 699.8595967 0.8742033 0.0173377
0.0537032 708.1361741 0.8863581 0.0174363
0.0549541 716.4599600 0.8986512 0.0175348
0.0562341 724.8392399 0.9110847 0.0176331
0.0575440 733.2630460 0.9236613 0.0177313
0.0588844 741.7242256 0.9363835 0.0178294
0.0602560 750.2199174 0.9492542 0.0179274
0.0616595 758.7418959 0.9622760 0.0180254
0.0630957 767.2797893 0.9754521 0.0181233
0.0645654 775.8312135 0.9887858 0.0182211
0.0660693 784.3867505 1.0022804 0.0183191
0.0676083 792.9375787 1.0159396 0.0184170
0.0691831 801.4806579 1.0297673 0.0185150
0.0707946 809.9933377 1.0437673 0.0186132
0.0724436 818.4807442 1.0579435 0.0187115
0.0741310 826.9214190 1.0723010 0.0188100
0.0758578 835.3164351 1.0868439 0.0189087
0.0776247 843.6521424 1.1015772 0.0190078
0.0794328 851.9169177 1.1165063 0.0191071
0.0812831 860.1072441 1.1316362 0.0192068
0.0831764 868.1776417 1.1469727 0.0193070
0.0851138 876.1260243 1.1625226 0.0194076
0.0870964 884.0074089 1.1782913 0.0195088
0.0891251 891.7563473 1.1942852 0.0196105
0.0912011 899.3690842 1.2105114 0.0197130
0.0933254 906.8329831 1.2269769 0.0198161
0.0954993 914.1366590 1.2436895 0.0199201
0.0977237 921.2705748 1.2606567 0.0200250
0.1000000 928.2219151 1.2778867 0.0201307
0.1023293 934.9802487 1.2953884 0.0202376
0.1047129 941.5340716 1.3131709 0.0203455
0.1071519 947.8724160 1.3312434 0.0204546
0.1096478 953.9884272 1.3496154 0.0205650
0.1122018 959.8678591 1.3682981 0.0206768
0.1148154 965.5005191 1.3873010 0.0207901
0.1174898 970.8798504 1.4066366 0.0209050
0.1202264 975.9978060 1.4263152 0.0210216
0.1230269 980.8455641 1.4463500 0.0211401
0.1258925 985.4168662 1.4667530 0.0212604
0.1288250 989.7042016 1.4875380 0.0213829
0.1318257 993.6959471 1.5087183 0.0215075
0.1348963 997.3963943 1.5303079 0.0216345
0.1380384 1000.7963043 1.5523220 0.0217640
0.1412538 1003.8884645 1.5747760 0.0218961
0.1445440 1006.6786570 1.5976860 0.0220309
0.1479108 1009.1581790 1.6210680 0.0221688
0.1513561 1011.3272690 1.6449400 0.0223097
0.1548817 1013.1849732 1.6693191 0.0224540
0.1584893 1014.7358219 1.6942244 0.0226017
0.1621810 1015.9793381 1.7196747 0.0227531
0.1659587 1016.9138529 1.7456899 0.0229084
0.1698244 1017.5498570 1.7722906 0.0230677
0.1737801 1017.8884234 1.7994978 0.0232314
0.1778279 1017.9356320 1.8273334 0.0233995
0.1819701 1017.6876679 1.8558206 0.0235724
0.1862087 1017.1655126 1.8849820 0.0237503
0.1905461 1016.3698816 1.9148423 0.0239334
0.1949845 1015.3067354 1.9454261 0.0241220
0.1995262 1013.9893068 1.9767589 0.0243163
0.2041738 1012.4224836 2.0088669 0.0245167
0.2089296 1010.6146105 2.0417783 0.0247233
0.2137962 1008.5841659 2.0755201 0.0249365
0.2187762 1006.3344875 2.1101216 0.0251566
0.2238721 1003.8736821 2.1456115 0.0253838
0.2290868 1001.2210621 2.1820209 0.0256185
0.2344229 998.3808596 2.2193805 0.0258610
0.2398833 995.3675590 2.2577228 0.0261115
0.2454709 992.1917705 2.2970809 0.0263705
0.2511886 988.8641635 2.3374877 0.0266383
0.2570396 985.3948713 2.3789780 0.0269151
0.2630268 981.7973649 2.4215875 0.0272013
0.2691535 977.8752401 2.4653535 0.0274973
