#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 36.9560701 0.0000000 0.0000000
0.0010233 37.3102586 0.0006273 0.0009750
0.0010471 37.6684520 0.0012631 0.0013841
0.0010715 38.0305162 0.0019075 0.0017017
0.0010965 38.3963357 0.0025606 0.0019725
0.0011220 38.7657875 0.0032226 0.0022138
0.0011482 39.1387971 0.0038936 0.0024344
0.0011749 39.5153050 0.0045736 0.0026396
0.0012023 39.8952999 0.0052629 0.0028327
0.0012303 40.2788154 0.0059614 0.0030161
0.0012589 40.6659557 0.0066695 0.0031915
0.0012882 41.0568961 0.0073871 0.0033603
0.0013183 41.4519196 0.0081145 0.0035233
0.0013490 41.8513987 0.0088517 0.0036813
0.0013804 42.2542345 0.0095989 0.0038351
0.0014125 42.6606319 0.0103562 0.0039851
0.0014454 43.0713210 0.0111238 0.0041318
0.0014791 43.4861789 0.0119017 0.0042756
0.0015136 43.9051237 0.0126902 0.0044166
0.0015488 44.3281255 0.0134893 0.0045554
0.0015849 44.7551769 0.0142993 0.0046919
0.0016218 45.1863412 0.0151202 0.0048266
0.0016596 45.6217526 0.0159522 0.0049594
0.0016982 46.0616382 0.0167954 0.0050907
0.0017378 46.5063559 0.0176501 0.0052206
0.0017783 46.9545605 0.0185163 0.0053491
0.0018197 47.4072395 0.0193942 0.0054764
0.0018621 47.8648063 0.0202840 0.0056025
0.0019055 48.3270895 0.0211858 0.0057277
0.0019498 48.7940072 0.0220998 0.0058520
0.0019953 49.2654849 0.0230262 0.0059754
0.0020417 49.7415077 0.0239650 0.0060980
0.0020893 50.2221017 0.0249165 0.0062199
0.0021380 50.7073897 0.0258808 0.0063411
0.0021878 51.1975880 0.0268582 0.0064618
0.0022387 51.6929981 0.0278488 0.0065819
0.0022909 52.1940934 0.0288527 0.0067015
0.0023442 52.6988992 0.0298701 0.0068206
0.0023988 53.2091480 0.0309013 0.0069394
0.0024547 53.7247540 0.0319463 0.0070577
0.0025119 54.2456166 0.0330055 0.0071757
0.0025704 54.7716837 0.0340789 0.0072934
0.0026303 55.3029553 0.0351667 0.0074108
0.0026915 55.8394836 0.0362692 0.0075280
0.0027542 56.3814585 0.0373865 0.0076450
0.0028184 56.9291334 0.0385189 0.0077617
0.0028840 57.4830000 0.0396665 0.0078783
0.0029512 58.0410280 0.0408295 0.0079948
0.0030200 58.6052962 0.0420081 0.0081111
0.0030903 59.1756555 0.0432026 0.0082273
0.0031623 59.7519420 0.0444131 0.0083434
0.0032359 60.3340701 0.0456399 0.0084594
0.0033113 60.9220062 0.0468831 0.0085754
0.0033884 61.5157690 0.0481430 0.0086914
0.0034674 62.1154665 0.0494198 0.0088073
0.0035481 62.7213147 0.0507137 0.0089232
0.0036308 63.3336713 0.0520250 0.0090391
0.0037154 63.9530318 0.0533539 0.0091551
0.0038019 64.5776080 0.0547005 0.0092711
0.0038905 65.2088751 0.0560652 0.0093871
0.0039811 65.8469077 0.0574481 0.0095031
0.0040738 66.4915866 0.0588495 0.0096193
0.0041687 67.1428521 0.0602696 0.0097354
0.0042658 67.8007340 0.0617088 0.0098517
0.0043652 68.4653292 0.0631671 0.0099681
0.0044668 69.1368911 0.0646450 0.0100845
0.0045709 69.8157401 0.0661426 0.0102011
0.0046774 70.5014364 0.0676601 0.0103177
0.0047863 71.1937045 0.0691979 0.0104345
0.0048978 71.8936769 0.0707562 0.0105514
0.0050119 72.6011747 0.0723353 0.0106685
0.0051286 73.3160863 0.0739354 0.0107856
0.0052481 74.0383146 0.0755568 0.0109029
0.0053703 74.7678897 0.0771998 0.0110204
0.0054954 75.5048933 0.0788646 0.0111380
0.0056234 76.2495863 0.0805516 0.0112557
