#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 802.3766547 0.0000000 0.0000000
0.0010233 803.3527964 0.0002901 0.0000596
0.0010471 804.3579057 0.0005866 0.0000852
0.0010715 805.3931749 0.0008897 0.0001054
0.0010965 806.4593192 0.0011994 0.0001230
0.0011220 807.5575306 0.0015158 0.0001390
0.0011482 808.6889417 0.0018393 0.0001539
0.0011749 809.8544466 0.0021697 0.0001681
0.0012023 811.0551776 0.0025074 0.0001816
0.0012303 812.2924462 0.0028524 0.0001947
0.0012589 813.5675040 0.0032049 0.0002075
0.0012882 814.8815431 0.0035651 0.0002200
0.0013183 816.2358151 0.0039330 0.0002324
0.0013490 817.6318102 0.0043089 0.0002445
0.0013804 819.0707802 0.0046928 0.0002566
0.0014125 820.5542746 0.0050850 0.0002685
0.0014454 822.0835452 0.0054856 0.0002804
0.0014791 823.6604994 0.0058948 0.0002923
0.0015136 825.2866868 0.0063127 0.0003042
0.0015488 826.9633592 0.0067394 0.0003160
0.0015849 828.6927815 0.0071752 0.0003279
0.0016218 830.4765034 0.0076202 0.0003398
0.0016596 832.3162534 0.0080746 0.0003518
0.0016982 834.2139390 0.0085385 0.0003638
0.0017378 836.1715866 0.0090122 0.0003758
0.0017783 838.1912228 0.0094957 0.0003880
0.0018197 840.2748741 0.0099893 0.0004002
0.0018621 842.4246268 0.0104930 0.0004125
0.0019055 844.6429245 0.0110072 0.0004249
0.0019498 846.9317343 0.0115320 0.0004373
0.0019953 849.2713270 0.0120675 0.0004499
0.0020417 851.6941275 0.0126140 0.0004626
0.0020893 854.1880361 0.0131716 0.0004754
0.0021380 856.7549005 0.0137404 0.0004883
0.0021878 859.3962704 0.0143208 0.0005014
0.0022387 862.1142916 0.0149128 0.0005145
0.0022909 864.9105138 0.0155167 0.0005278
0.0023442 867.7868443 0.0161327 0.0005412
0.0023988 870.7449521 0.0167608 0.0005548
0.0024547 873.7865657 0.0174014 0.0005685
0.0025119 876.9131752 0.0180546 0.0005823
0.0025704 880.1262708 0.0187206 0.0005963
0.0026303 883.4273424 0.0193996 0.0006104
0.0026915 886.8175227 0.0200918 0.0006247
0.0027542 890.2981228 0.0207974 0.0006391
0.0028184 893.8699774 0.0215165 0.0006536
0.0028840 897.5338611 0.0222495 0.0006683
0.0029512 901.2736809 0.0229964 0.0006832
0.0030200 905.1446900 0.0237575 0.0006982
0.0030903 909.1099933 0.0245329 0.0007134
0.0031623 913.1715578 0.0253229 0.0007287
0.0032359 917.3313503 0.0261277 0.0007442
0.0033113 921.5916359 0.0269475 0.0007598
0.0033884 925.9541431 0.0277825 0.0007756
0.0034674 930.4210176 0.0286328 0.0007916
0.0035481 934.9940476 0.0294987 0.0008077
0.0036308 939.6753788 0.0303804 0.0008239
0.0037154 944.4666802 0.0312782 0.0008404
0.0038019 949.3698591 0.0321921 0.0008569
0.0038905 954.3867036 0.0331224 0.0008737
0.0039811 959.5188826 0.0340694 0.0008906
0.0040738 964.7678268 0.0350332 0.0009076
0.0041687 970.1351453 0.0360141 0.0009248
0.0042658 975.6220302 0.0370121 0.0009422
0.0043652 981.2299122 0.0380277 0.0009597
0.0044668 986.9594467 0.0390609 0.0009774
0.0045709 992.8117068 0.0401120 0.0009953
0.0046774 998.7871692 0.0411812 0.0010133
0.0047863 1004.8857148 0.0422687 0.0010314
0.0048978 1011.1078203 0.0433747 0.0010497
0.0050119 1017.4530685 0.0444995 0.0010681
0.0051286 1023.9431555 0.0456432 0.0010867
0.0052481 1030.5592462 0.0468062 0.0011055
0.0053703 1037.3083740 0.0479885 0.0011244
0.0054954 1044.1917310 0.0491904 0.0011434
0.0056234 1051.2109860 0.0504122 0.0011626
0.0057544 1058.3678080 0.0516540 0.0011820
0.0058884 1065.6631507 0.0529161 0.0012015
0.0060256 1073.0986830 0.0541987 0.0012211
0.0061660 1080.6758354 0.0555020 0.0012409
0.0063096 1088.3954424 0.0568263 0.0012608
0.0064565 1096.2596497 0.0581718 0.0012808
0.0066069 1104.2695302 0.0595387 0.0013010
0.0067608 1112.4266336 0.0609272 0.0013213
0.0069183 1120.7331058 0.0623376 0.0013417
0.0070795 1129.1902578 0.0637700 0.0013623
0.0072444 1137.8004741 0.0652249 0.0013830
0.0074131 1146.5641121 0.0667022 0.0014039
0.0075858 1155.4758075 0.0682024 0.0014248
0.0077625 1164.5472427 0.0697256 0.0014459
0.0079433 1173.7785370 0.0712721 0.0014671
0.0081283 1183.1706440 0.0728421 0.0014884
0.0083176 1192.7243983 0.0744359 0.0015099
0.0085114 1202.4402765 0.0760537 0.0015315
0.0087096 1212.3193516 0.0776957 0.0015532
0.0089125 1222.3626966 0.0793623 0.0015750
0.0091201 1232.5722186 0.0810536 0.0015969
0.0093325 1242.9491099 0.0827698 0.0016189
0.0095499 1253.4957546 0.0845114 0.0016410
0.0097724 1264.2153713 0.0862784 0.0016633
0.0100000 1275.1116555 0.0880713 0.0016856
0.0102329 1286.1894947 0.0898901 0.0017081
0.0104713 1297.4358953 0.0917352 0.0017306
0.0107152 1308.8568176 0.0936069 0.0017533
0.0109648 1320.4621560 0.0955054 0.0017760
0.0112202 1332.2517912 0.0974310 0.0017989
0.0114815 1344.2253657 0.0993840 0.0018218
0.0117490 1356.3839523 0.1013646 0.0018448
0.0120226 1368.7283856 0.1033730 0.0018680
0.0123027 1381.2598574 0.1054097 0.0018912
0.0125893 1393.9812290 0.1074749 0.0019145
0.0128825 1406.8957189 0.1095688 0.0019379
0.0131826 1420.0079762 0.1116918 0.0019613
0.0134896 1434.1192037 0.1138439 0.0019849
0.0138038 1446.4324042 0.1160257 0.0020086
0.0141254 1459.7973843 0.1182385 0.0020323
0.0144544 1474.1996005 0.1204814 0.0020561
0.0147911 1489.6100851 0.1227535 0.0020800
0.0151356 1505.9823467 0.1250538 0.0021039
0.0154882 1523.2485554 0.1273816 0.0021277
0.0158489 1541.3139401 0.1297361 0.0021515
0.0162181 1560.0497554 0.1321168 0.0021751
0.0165959 1579.2880359 0.1345235 0.0021987
0.0169824 1598.8488956 0.1369563 0.0022221
0.0173780 1618.9734938 0.1394149 0.0022455
0.0177828 1639.3059923 0.1418996 0.0022687
0.0181970 1659.9291220 0.1444106 0.0022919
0.0186209 1680.9507668 0.1469480 0.0023149
0.0190546 1702.5084938 0.1495119 0.0023378
0.0194984 1724.7733676 0.1521021 0.0023606
0.0199526 1747.9588913 0.1547178 0.0023832
0.0204174 1771.1587201 0.1573593 0.0024057
0.0208930 1795.0529403 0.1600265 0.0024281
0.0213796 1819.4839580 0.1627193 0.0024503
0.0218776 1844.4628595 0.1654377 0.0024723
0.0223872 1870.0022810 0.1681816 0.0024942
0.0229087 1896.5483020 0.1709508 0.0025159
0.0234423 1922.4592975 0.1737456 0.0025375
0.0239883 1950.4759979 0.1765655 0.0025589
0.0245471 1978.5317988 0.1794096 0.0025801
0.0251189 2003.9847939 0.1822805 0.0026012
0.0257040 2024.7359539 0.1851849 0.0026222
0.0263027 2045.0858569 0.1881271 0.0026434
0.0269153 2065.8038767 0.1911078 0.0026646
0.0275423 2086.8931130 0.1941273 0.0026859
0.0281838 2108.3590491 0.1971857 0.0027073
0.0288403 2130.2205202 0.2002834 0.0027288
0.0295121 2152.4584529 0.2034206 0.0027504
0.0301995 2175.0885826 0.2065976 0.0027720
0.0309030 2198.1132935 0.2098146 0.0027937
0.0316228 2221.5337779 0.2130720 0.0028154
0.0323594 2245.3617180 0.2163700 0.0028372
0.0331131 2269.5980677 0.2197089 0.0028590
0.0338844 2294.2444958 0.2230890 0.0028809
0.0346737 2319.3038632 0.2265105 0.0029029
0.0354813 2344.7809385 0.2299738 0.0029248
0.0363078 2370.6835894 0.2334792 0.0029468
0.0371535 2397.0020406 0.2370269 0.0029688
0.0380189 2423.7532200 0.2406173 0.0029909
0.0389045 2450.9354586 0.2442507 0.0030130
0.0398107 2478.5485179 0.2479273 0.0030351
0.0407380 2506.5950205 0.2516477 0.0030572
0.0416869 2535.0783044 0.2554119 0.0030793
0.0426580 2564.0110056 0.2592206 0.0031014
0.0436516 2593.3568846 0.2630738 0.0031235
0.0446684 2623.1548036 0.2669721 0.0031457
0.0457088 2653.3978483 0.2709158 0.0031678
0.0467735 2684.0805353 0.2749054 0.0031900
0.0478630 2715.1992882 0.2789411 0.0032122
0.0489779 2746.7519613 0.2830234 0.0032343
0.0501187 2778.7387931 0.2871528 0.0032564
0.0512861 2811.1621676 0.2913297 0.0032786
0.0524807 2844.0318600 0.2955545 0.0033007
0.0537032 2877.3278432 0.2998277 0.0033228
0.0549541 2911.0362890 0.3041499 0.0033449
0.0562341 2945.1743635 0.3085215 0.0033670
0.0575440 2979.7296689 0.3129430 0.0033890
0.0588844 3014.6933838 0.3174151 0.0034111
0.0602560 3050.0571636 0.3219382 0.0034331
0.0616595 3085.8183856 0.3265131 0.0034551
0.0630957 3121.9770500 0.3311403 0.0034771
0.0645654 3158.5116990 0.3358204 0.0034991
0.0660693 3195.4089814 0.3405543 0.0035211
0.0676083 3232.6784337 0.3453425 0.0035431
0.0691831 3270.2985984 0.3501858 0.0035650
0.0707946 3308.2508790 0.3550850 0.0035870
0.0724436 3346.5188246 0.3600409 0.0036089
0.0741310 3385.0900375 0.3650543 0.0036308
0.0758578 3423.9559346 0.3701262 0.0036527
0.0776247 3463.1177081 0.3752574 0.0036747
0.0794328 3502.5112236 0.3804488 0.0036966
0.0812831 3542.1517398 0.3857017 0.0037185
0.0831764 3582.0154150 0.3910168 0.0037404
0.0851138 3622.0729237 0.3963955 0.0037624
0.0870964 3662.2982785 0.4018388 0.0037844
0.0891251 3702.6709754 0.4073479 0.0038063
0.0912011 3743.1779014 0.4129240 0.0038284
0.0933254 3783.7968838 0.4185687 0.0038504
0.0954993 3824.4575893 0.4242830 0.0038725
0.0977237 3865.1788528 0.4300685 0.0038946
0.1000000 3905.9158520 0.4359268 0.0039168
0.1023293 3946.6299630 0.4418593 0.0039390
0.1047129 3987.2837544 0.4478678 0.0039612
0.1071519 4027.8498080 0.4539538 0.0039836
0.1096478 4068.3069048 0.4601194 0.0040060
0.1122018 4108.6099837 0.4663662 0.0040285
0.1148154 4148.7094540 0.4726963 0.0040511
0.1174898 4188.5886263 0.4791116 0.0040738
0.1202264 4228.1969561 0.4856145 0.0040966
0.1230269 4267.4881904 0.4922070 0.0041195
0.1258925 4306.4237055 0.4988915 0.0041426
0.1288250 4344.9739376 0.5056705 0.0041658
0.1318257 4383.0935874 0.5125464 0.0041892
0.1348963 4420.7063612 0.5195218 0.0042127
0.1380384 4457.8155969 0.5265998 0.0042364
0.1412538 4494.3616899 0.5337830 0.0042602
0.1445440 4530.2898044 0.5410744 0.0042843
0.1479108 4565.5532103 0.5484773 0.0043086
0.1513561 4600.1180525 0.5559950 0.0043332
0.1548817 4633.9576280 0.5636307 0.0043579
0.1584893 4666.9532049 0.5713882 0.0043830
0.1621810 4699.1486521 0.5792711 0.0044083
0.1659587 4730.4695832 0.5872832 0.0044339
0.1698244 4760.8611622 0.5954287 0.0044599
0.1737801 4790.2819044 0.6037117 0.0044862
0.1778279 4818.6993850 0.6121367 0.0045128
0.1819701 4846.0849938 0.6207081 0.0045398
0.1862087 4872.3543310 0.6294306 0.0045673
0.1905461 4897.5269469 0.6383094 0.0045951
0.1949845 4921.5465749 0.6473496 0.0046234
0.1995262 4944.3688693 0.6565563 0.0046522
0.2041738 4965.9575906 0.6659353 0.0046815
0.2089296 4986.2912811 0.6754923 0.0047113
0.2137962 5005.3623117 0.6852333 0.0047417
0.2187762 5023.1220449 0.6951648 0.0047727
0.2238721 5039.5471160 0.7052929 0.0048043
0.2290868 5054.6318029 0.7156246 0.0048366
0.2344229 5068.3484490 0.7261668 0.0048695
0.2398833 5080.6822727 0.7369270 0.0049032
0.2454709 5091.6304127 0.7479127 0.0049377
0.2511886 5101.1881008 0.7591315 0.0049729
0.2570396 5109.3224353 0.7705919 0.0050091
0.2630268 5116.0653643 0.7823020 0.0050461
0.2691535 5121.4016289 0.7942709 0.0050840
0.2754229 5125.3317060 0.8065074 0.0051230
0.2818383 5127.8641786 0.8190211 0.0051629
0.2884032 5129.0271801 0.8318217 0.0052040
0.2951209 5128.8030675 0.8449193 0.0052462
