#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 1406.2990267 0.0000000 0.0000000
0.0010233 1407.7470783 0.0002318 0.0000342
0.0010471 1409.2311227 0.0004687 0.0000489
0.0010715 1410.7528283 0.0007109 0.0000605
0.0010965 1412.3135062 0.0009584 0.0000706
0.0011220 1413.9148249 0.0012114 0.0000799
0.0011482 1415.5586913 0.0014701 0.0000884
0.0011749 1417.2473698 0.0017344 0.0000966
0.0012023 1418.9825290 0.0020046 0.0001044
0.0012303 1420.7667909 0.0022807 0.0001120
0.0012589 1422.6028965 0.0025629 0.0001194
0.0012882 1424.4926337 0.0028513 0.0001266
0.0013183 1426.4396971 0.0031460 0.0001337
0.0013490 1428.4474237 0.0034472 0.0001408
0.0013804 1430.5185547 0.0037549 0.0001477
0.0014125 1432.6570231 0.0040693 0.0001547
0.0014454 1434.8668810 0.0043906 0.0001616
0.0014791 1437.1528958 0.0047189 0.0001685
0.0015136 1439.5067246 0.0050542 0.0001754
0.0015488 1441.9387363 0.0053968 0.0001823
0.0015849 1444.4519104 0.0057468 0.0001892
0.0016218 1447.0483922 0.0061043 0.0001961
0.0016596 1449.7309228 0.0064694 0.0002031
0.0016982 1452.5023625 0.0068424 0.0002101
0.0017378 1455.3650951 0.0072233 0.0002172
0.0017783 1458.3223384 0.0076122 0.0002242
0.0018197 1461.3763568 0.0080095 0.0002314
0.0018621 1464.5308450 0.0084151 0.0002386
0.0019055 1467.7880674 0.0088293 0.0002459
0.0019498 1471.1511227 0.0092521 0.0002532
0.0019953 1474.6227520 0.0096838 0.0002606
0.0020417 1478.2061734 0.0101245 0.0002681
0.0020893 1481.9031744 0.0105744 0.0002756
0.0021380 1485.7167346 0.0110336 0.0002832
0.0021878 1489.6495953 0.0115022 0.0002909
0.0022387 1493.7050934 0.0119805 0.0002987
0.0022909 1497.8859701 0.0124686 0.0003065
0.0023442 1502.1950858 0.0129666 0.0003145
0.0023988 1506.6347049 0.0134747 0.0003225
