#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 421.8637497 0.0000000 0.0000000
0.0010233 424.0647911 0.0007710 0.0001943
0.0010471 426.2783800 0.0015558 0.0002769
0.0010715 428.5036222 0.0023548 0.0003417
0.0010965 430.7397130 0.0031681 0.0003976
0.0011220 432.9860860 0.0039961 0.0004479
0.0011482 435.2419963 0.0048389 0.0004944
0.0011749 437.5071756 0.0056969 0.0005382
0.0012023 439.7813557 0.0065704 0.0005798
0.0012303 442.0646259 0.0074596 0.0006198
0.0012589 444.3572246 0.0083647 0.0006584
0.0012882 446.6601058 0.0092862 0.0006960
0.0013183 448.9742229 0.0102243 0.0007327
0.0013490 451.3012749 0.0111793 0.0007687
0.0013804 453.6433778 0.0121516 0.0008041
0.0014125 456.0034823 0.0131413 0.0008390
0.0014454 458.3659114 0.0141488 0.0008735
0.0014791 460.7438981 0.0151745 0.0009077
0.0015136 463.1375020 0.0162186 0.0009416
0.0015488 465.5463655 0.0172816 0.0009753
0.0015849 467.9702501 0.0183637 0.0010089
0.0016218 470.4092452 0.0194652 0.0010423
0.0016596 472.8634999 0.0205866 0.0010757
0.0016982 475.3335804 0.0217281 0.0011090
0.0017378 477.8204405 0.0228901 0.0011423
0.0017783 480.3252424 0.0240730 0.0011756
0.0018197 482.8498341 0.0252772 0.0012089
0.0018621 485.3966296 0.0265029 0.0012423
0.0019055 487.9527836 0.0277506 0.0012758
0.0019498 490.5319758 0.0290207 0.0013094
0.0019953 493.1338488 0.0303135 0.0013432
0.0020417 495.7580746 0.0316294 0.0013770
0.0020893 498.4045341 0.0329689 0.0014111
0.0021380 501.0731080 0.0343322 0.0014453
0.0021878 503.7640348 0.0357199 0.0014797
0.0022387 506.4779105 0.0371323 0.0015142
0.0022909 509.2152716 0.0385698 0.0015490
0.0023442 511.9774295 0.0400329 0.0015840
0.0023988 514.7657551 0.0415220 0.0016193
0.0024547 517.5822752 0.0430375 0.0016548
0.0025119 520.4296123 0.0445798 0.0016906
0.0025704 523.3015079 0.0461495 0.0017266
0.0026303 526.2009421 0.0477468 0.0017629
0.0026915 529.1317300 0.0493723 0.0017995
0.0027542 532.0939311 0.0510265 0.0018363
0.0028184 535.0876646 0.0527097 0.0018735
0.0028840 538.1132882 0.0544225 0.0019110
0.0029512 541.1715172 0.0561652 0.0019488
0.0030200 544.2632456 0.0579385 0.0019869
0.0030903 547.3896657 0.0597428 0.0020254
0.0031623 550.5525061 0.0615785 0.0020641
0.0032359 553.7539722 0.0634461 0.0021033
0.0033113 556.9898915 0.0653462 0.0021428
0.0033884 560.2623503 0.0672792 0.0021826
0.0034674 563.5763556 0.0692456 0.0022228
0.0035481 566.9319670 0.0712460 0.0022633
0.0036308 570.3293038 0.0732808 0.0023043
0.0037154 573.7686044 0.0753505 0.0023456
0.0038019 577.2503455 0.0774558 0.0023873
0.0038905 580.7752426 0.0795970 0.0024293
0.0039811 584.3446070 0.0817748 0.0024718
0.0040738 587.9593328 0.0839896 0.0025146
0.0041687 591.6214467 0.0862421 0.0025579
0.0042658 595.3330349 0.0885327 0.0026015
0.0043652 599.0970181 0.0908619 0.0026455
0.0044668 602.9054091 0.0932305 0.0026900
0.0045709 606.7659568 0.0956388 0.0027348
0.0046774 610.6799129 0.0980875 0.0027801
0.0047863 614.6475158 0.1005771 0.0028258
0.0048978 618.6692425 0.1031082 0.0028719
0.0050119 622.7459870 0.1056813 0.0029184
0.0051286 626.8785839 0.1082971 0.0029653
0.0052481 631.0684637 0.1109561 0.0030126
0.0053703 635.3172954 0.1136589 0.0030604
0.0054954 639.6272250 0.1164061 0.0031086
0.0056234 643.9987888 0.1191983 0.0031572
0.0057544 648.4271587 0.1220361 0.0032062
0.0058884 652.9209182 0.1249201 0.0032557
0.0060256 657.4803653 0.1278508 0.0033056
0.0061660 662.1056788 0.1308290 0.0033559
0.0063096 666.7970972 0.1338551 0.0034066
0.0064565 671.5556934 0.1369299 0.0034578
0.0066069 676.3820038 0.1400539 0.0035094
0.0067608 681.2775783 0.1432278 0.0035614
0.0069183 686.2437283 0.1464522 0.0036138
0.0070795 691.2826591 0.1497277 0.0036667
0.0072444 696.3971128 0.1530550 0.0037200
0.0074131 701.5863145 0.1564347 0.0037737
0.0075858 706.8475222 0.1598675 0.0038279
0.0077625 712.1874716 0.1633540 0.0038824
0.0079433 717.6061627 0.1668949 0.0039374
0.0081283 723.1044299 0.1704908 0.0039928
0.0083176 728.6826310 0.1741424 0.0040486
0.0085114 734.3420772 0.1778503 0.0041048
0.0087096 740.0840204 0.1816152 0.0041615
0.0089125 745.9104873 0.1854379 0.0042185
0.0091201 751.8237428 0.1893190 0.0042760
0.0093325 757.8237275 0.1932591 0.0043338
0.0095499 763.9076396 0.1972589 0.0043921
0.0097724 770.0828707 0.2013192 0.0044508
0.0100000 776.3498975 0.2054407 0.0045098
0.0102329 782.7086605 0.2096240 0.0045693
0.0104713 789.1598749 0.2138699 0.0046291
0.0107152 795.7040176 0.2181791 0.0046894
0.0109648 802.3427575 0.2225522 0.0047500
0.0112202 809.0777042 0.2269900 0.0048110
0.0114815 815.9111824 0.2314934 0.0048724
0.0117490 822.8463511 0.2360629 0.0049342
0.0120226 829.8818990 0.2406993 0.0049964
0.0123027 837.0160380 0.2454034 0.0050589
0.0125893 844.2551461 0.2501759 0.0051218
0.0128825 851.5993423 0.2550175 0.0051850
0.0131826 859.0489249 0.2599291 0.0052486
0.0134896 866.6049070 0.2649115 0.0053126
0.0138038 874.2685406 0.2699652 0.0053769
0.0141254 882.0417926 0.2750912 0.0054416
0.0144544 889.9277626 0.2802903 0.0055066
0.0147911 897.9299674 0.2855632 0.0055720
0.0151356 906.0371414 0.2909108 0.0056376
0.0154882 914.2635901 0.2963338 0.0057037
