#E[MeV/u] dE/dx[MeVcm2/mg] range[mg/cm2] rangestragg.[mg/cm2]
0.0010000 49.7756925 0.0000000 0.0000000
0.0010233 50.4264864 0.0018597 0.0016182
0.0010471 51.0859465 0.0037381 0.0022917
0.0010715 51.7539388 0.0056355 0.0028107
0.0010965 52.4303923 0.0075520 0.0032502
0.0011220 53.1153035 0.0094879 0.0036390
0.0011482 53.8088251 0.0114433 0.0039921
0.0011749 54.5112027 0.0134185 0.0043181
0.0012023 55.2229280 0.0154137 0.0046228
0.0012303 55.9446789 0.0174289 0.0049103
0.0012589 56.6774645 0.0194646 0.0051833
0.0012882 57.4187748 0.0215207 0.0054440
0.0013183 58.1711794 0.0235975 0.0056941
0.0013490 58.9346076 0.0256952 0.0059350
0.0013804 59.7090892 0.0278139 0.0061677
0.0014125 60.4947359 0.0299538 0.0063931
0.0014454 61.2918009 0.0321151 0.0066119
0.0014791 62.1007089 0.0342980 0.0068248
0.0015136 62.9220854 0.0365026 0.0070323
0.0015488 63.7556624 0.0387290 0.0072348
0.0015849 64.6013206 0.0409776 0.0074327
0.0016218 65.4603710 0.0432483 0.0076264
0.0016596 66.3327539 0.0455414 0.0078162
0.0016982 67.2184620 0.0478571 0.0080023
0.0017378 68.1175772 0.0501954 0.0081850
0.0017783 69.0303303 0.0525566 0.0083645
0.0018197 69.9570864 0.0549408 0.0085410
0.0018621 70.8984413 0.0573482 0.0087146
0.0019055 71.8552218 0.0597788 0.0088855
0.0019498 72.8256476 0.0622330 0.0090538
0.0019953 73.8114693 0.0647109 0.0092197
0.0020417 74.8128432 0.0672125 0.0093833
0.0020893 75.8297245 0.0697382 0.0095447
0.0021380 76.8622102 0.0722879 0.0097039
0.0021878 77.9105312 0.0748620 0.0098611
0.0022387 78.9751342 0.0774606 0.0100164
0.0022909 80.0566600 0.0800838 0.0101698
0.0023442 81.1541476 0.0827319 0.0103214
0.0023988 82.2684835 0.0854049 0.0104712
0.0024547 83.4004049 0.0881031 0.0106194
0.0025119 84.5497705 0.0908267 0.0107660
0.0025704 85.7164981 0.0935758 0.0109110
0.0026303 86.9006476 0.0963506 0.0110545
0.0026915 88.1024720 0.0991513 0.0111966
0.0027542 89.3224034 0.1019782 0.0113372
0.0028184 90.5611717 0.1048314 0.0114765
0.0028840 91.8187546 0.1077110 0.0116144
0.0029512 93.0940646 0.1106174 0.0117511
0.0030200 94.3888000 0.1135507 0.0118865
0.0030903 95.7027820 0.1165111 0.0120206
0.0031623 97.0359212 0.1194989 0.0121536
